name,id,Version,Type,Category,Mod
Ginseng,Ginseng,41.1,Food,items_food,Classic
Glass Animal Eye,HCAnimalglasseye,B41 Beta,Normal,Taxidermy,Hydrocraft
Glass Balloon and Waterbeaker with Salt,HCGlassgassalt,B41 Beta,Normal,Alchemy,Hydrocraft
Glass Balloon and Waterbeaker with Salt and Sulfuric Acid,HCGlassgassaltsulfuric,B41 Beta,Normal,Alchemy,Hydrocraft
Glass Baloon and Waterbeaker,HCGlassgastrap,B41 Beta,Normal,Alchemy,Hydrocraft
Glass Beaker,HCGlassbeaker,B41 Beta,Normal,Lab,Hydrocraft
Glass Bong,HCBongempty,B41 Beta,Normal,Drugs Cannabis,Hydrocraft
Glass Bong with Hemp,HCBongfull,B41 Beta,Food,Drugs Cannabis,Hydrocraft
Glass Buchner Flask,HCGlassflaskbuchner,B41 Beta,Normal,Lab,Hydrocraft
Glass Burette,HCGlassburette,B41 Beta,Normal,Lab,Hydrocraft
Glass Conical Flask,HCGlassflask,B41 Beta,Normal,Lab,Hydrocraft
Glass Connector,HCGlassconnector,B41 Beta,Normal,Lab,Hydrocraft
Glass Cooler,HCGlasscooler,B41 Beta,Normal,Lab,Hydrocraft
Glass Cutter,HCGlasscutter,B41 Beta,Normal,Tools,Hydrocraft
Glass Elbow Pipe,HCGlasspipeelbow,B41 Beta,Normal,Lab,Hydrocraft
Glass Eye,HCGlasseye,B41 Beta,Normal,Medical,Hydrocraft
Glass Florence Flask,HCGlassflaskflorence,B41 Beta,Normal,Lab,Hydrocraft
Glass Funnel,HCGlassfunnel,B41 Beta,Normal,Lab,Hydrocraft
Glass Graduated Cylinder,HCGlassgraduatedcylinder,B41 Beta,Normal,Lab,Hydrocraft
Glass Ingot,HCGlassingot,B41 Beta,Normal,Glassworking,Hydrocraft
Glass Jug,HCGlassjug,B41 Beta,Normal,Glassworking,Hydrocraft
Glass Jug with Water,HCGlassjugfull,B41 Beta,Drainable,Glassworking,Hydrocraft
Glass Marbles,HCGlassmarbles,B41 Beta,Normal,Toys,Hydrocraft
Glass of Chardonnay,HCWineglassfull,B41 Beta,Food,Winemaking,Hydrocraft
Glass of Red Wine,HCWineglassfull2,B41 Beta,Food,Winemaking,Hydrocraft
Glass Pane,HCGlasspane,B41 Beta,Normal,Glassworking,Hydrocraft
Glass Pipe,HCGlasspipe,B41 Beta,Normal,Lab,Hydrocraft
Glass Retort Flask,HCGlassflaskretort,B41 Beta,Normal,Lab,Hydrocraft
Glass Shards,HCGlassshards,B41 Beta,Normal,Glassworking,Hydrocraft
Glass Test Tube,HCGlasstesttube,B41 Beta,Normal,Lab,Hydrocraft
Glass Test Tube with Cork,HCGlasstesttubecork,B41 Beta,Normal,Lab,Hydrocraft
Glass Test Tube with Cork with Hole,HCGlasstesttubecorkhole,B41 Beta,Normal,Lab,Hydrocraft
Glass Test Tube with Rubber Bung,HCGlasstesttuberubberbung,B41 Beta,Normal,Lab,Hydrocraft
Glass Test Tube with Rubber Bung with Hole,HCGlasstesttuberubberbunghole,B41 Beta,Normal,Lab,Hydrocraft
Glass Working Textbook,HCBookglassworking,B41 Beta,Literature,Books,Hydrocraft
Glasses,Glasses_Normal,41.1,Clothing,clothing/clothing_others,Classic
Glazed Donut,HCDoughnutglazed,B41 Beta,Food,Food Donuts,Hydrocraft
Glizzly Bear Carcass,HCBearmeat,B41 Beta,Food,Food Meat,Hydrocraft
Globe,HCGlobe,B41 Beta,Normal,Office,Hydrocraft
Glove Box,HCGlovebox,B41 Beta,Normal,Medical,Hydrocraft
Gloves,Gloves_WhiteTINT,41.1,Clothing,clothing/clothing_others,Classic
Glowlamp,HCGlowlamp,B41 Beta,Normal,Electronics,Hydrocraft
Glue,Glue,B41 Beta,Drainable,newitems,Hydrocraft
Glue Package,HCGluepack,B41 Beta,Normal,Office,Hydrocraft
Glycerin,HCGlycerin,B41 Beta,Normal,Alchemy,Hydrocraft
Gnomestick,HCGnomestick,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Goat (Female),HCGoatfemale,B41 Beta,Normal,Animals,Hydrocraft
Goat (Male),HCGoatmale,B41 Beta,Normal,Animals,Hydrocraft
Goat Carcass,HCGoatmeat,B41 Beta,Food,Food Meat,Hydrocraft
Goat Horn,HCGoathorn,B41 Beta,Normal,Boneworking,Hydrocraft
Goat Poop,HCGoatpoop,B41 Beta,Normal,Animals,Hydrocraft
Goat Skeleton,HCGoatbones,B41 Beta,Normal,Boneworking,Hydrocraft
Gold Coin,HCCoingold,B41 Beta,Normal,Money,Hydrocraft
Gold Ingot,HCGoldingot,B41 Beta,Normal,Metalurgy,Hydrocraft
Gold Ore,HCGoldore,B41 Beta,Normal,Mining,Hydrocraft
Gold Powder,HCGoldpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Gold Star,HCStargold,B41 Beta,Normal,Holiday,Hydrocraft
Gold Working Textbook,HCBookgoldworking,B41 Beta,Literature,Books,Hydrocraft
Golden Potato,HCPotatogolden,B41 Beta,Food,Food Vegetables,Hydrocraft
Golden Potato Seeds,HCPotatogoldenseeds,B41 Beta,Normal,Seeds,Hydrocraft
Golden Potato Seeds Packet,HCPotatogoldenseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Golden Retriever (Female),HCGoldenfemale,B41 Beta,Container,Dogs,Hydrocraft
Golden Retriever (Male),HCGoldenmale,B41 Beta,Container,Dogs,Hydrocraft
GoldStar Boppers,Hat_GoldStar,41.1,Clothing,clothing/clothing_hats,Classic
Golf Bag,HCGolfbag,B41 Beta,Container,Containers,Hydrocraft
Golf Ball,GolfBall,41.1,Normal,newitems,Classic
Golf Cap,Hat_GolfHatTINT,41.1,Clothing,clothing/clothing_hats,Classic
Golfclub,Golfclub,41.1,Weapon,items_weapons,Classic
Good Cooking Magazine Vol. 1,CookingMag1,41.1,Literature,items_literature,Classic
Good Cooking Magazine Vol. 2,CookingMag2,41.1,Literature,items_literature,Classic
Googles,HCGoogles,B41 Beta,Normal,Clothing,Hydrocraft
Goose Egg,HCGooseegg,B41 Beta,Normal,Foraging,Hydrocraft
Goose Meat,HCGoosemeat,B41 Beta,Food,Food Meat,Hydrocraft
Goose Sausage,HCSausagegoose,B41 Beta,Food,Food Sausage,Hydrocraft
Gooseberry,HCGooseberry,B41 Beta,Food,Foraging,Hydrocraft
GPS,HCGPS,B41 Beta,Normal,Camping_HC,Hydrocraft
Graham Crackers,GrahamCrackers,41.1,Food,items_food,Classic
Grains of Paradise,HCGrainsofparadise,B41 Beta,Food,Food Condiments,Hydrocraft
Grand Piano,HCPianogrand,B41 Beta,Normal,Music,Hydrocraft
Granola Bar,GranolaBar,41.1,Food,items_food,Classic
Grape fruit,Grapefruit,41.1,Food,items_food,Classic
Grape green Seeds,HCGrapesgreenseeds,B41 Beta,Normal,Seeds ND,Hydrocraft
Grape Juice,HCWhiskeygrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice,HCClingmuggrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice,HCPopbottlegrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice,HCRemouladegrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice,HCMayonnaisegrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice,HCWaterbottlegrapejuice,B41 Beta,Food,Food Juice,Hydrocraft
Grape Juice Box,HCJuiceboxgrape,B41 Beta,Food,Food Juice,Hydrocraft
Grape Leaves,GrapeLeaves,41.1,Food,items_food,Classic
Grape Popsicle,HCPopsicle4,B41 Beta,Food,Food Ice Cream,Hydrocraft
Grape Seeds,HCGrapeseeds,B41 Beta,Normal,Seeds,Hydrocraft
Grape Seeds Packet,HCGrapeseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Grape Soda,HCSodagrape,B41 Beta,Food,Food Sodapop,Hydrocraft
Grapefruit Soda,HCSodagrapefruit,B41 Beta,Food,Food Sodapop,Hydrocraft
Grapes,Grapes,41.1,Food,items_food,Classic
Grapesgreen Seeds Packet,HCGrapesgreenseedspacket,B41 Beta,Normal,Seeds ND,Hydrocraft
Graphite,HCGraphite,B41 Beta,Normal,Mining,Hydrocraft
Graphite Ingot,HCGraphiteingot,B41 Beta,Normal,Metalurgy,Hydrocraft
Graphite Powder,HCGraphitepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Graphite Rod,HCGraphiterod,B41 Beta,Normal,Smithing,Hydrocraft
Grass,HCGrass,B41 Beta,Food,Foraging,Hydrocraft
Grasshopper,Grasshopper,41.1,Food,items_food,Classic
Grated Cheddar,HCGratedcheddar,B41 Beta,Food,Food Pizza,Hydrocraft
Grated Cheese,HCGratedcheese,B41 Beta,Food,Food Pizza,Hydrocraft
Grave,HCGrave,B41 Beta,Normal,Stoneworking,Hydrocraft
Gravel Bag,Gravelbag,41.1,Drainable,items,Classic
Gravy,Gravy,41.1,Food,items_food,Classic
Gravy Mix,GravyMix,41.1,Drainable,newitems,Classic
Grayling,HCGrayling,B41 Beta,Food,Food Seafood,Hydrocraft
Great Dane (Female),HCGreatdanefemale,B41 Beta,Container,Dogs,Hydrocraft
Great Dane (Male),HCGreatdanemale,B41 Beta,Container,Dogs,Hydrocraft
Greek Mythology,HCBookgreekmyths,B41 Beta,Literature,Books,Hydrocraft
Greek Textbook,HCBookgreek,B41 Beta,Literature,Books,Hydrocraft
Green Bell Pepper Seeds,HCBellpeppergreenseeds,B41 Beta,Normal,Seeds,Hydrocraft
Green Bell Pepper Seeds Packet,HCBellpeppergreenseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Green Camo Hunting Vest,Vest_Hunting_CamoGreen,41.1,Clothing,clothing/clothing_shirts,Classic
Green Camo Leather Jacket,HCGrCamLeatherJacket,B41 Beta,Clothing,Leatherworking,Hydrocraft
Green Carpet,HCCarpetgreen,B41 Beta,Moveable,Floors,Hydrocraft
Green Chili,HCChiligreen,B41 Beta,Food,Food Vegetables,Hydrocraft
Green Chili Packet,HCChiligreenseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Green Chili Seeds,HCChiligreenseeds,B41 Beta,Normal,Seeds,Hydrocraft
Green Glowstick,HCGlowstickgreen,B41 Beta,Normal,Lights,Hydrocraft
Green Glowstick,HCGlowstickgreenon,B41 Beta,Drainable,Lights,Hydrocraft
Green Grapes,HCGrapesgreen,B41 Beta,Food,Food Fruit,Hydrocraft
Green Hair Dye,HairDyeGreen,41.1,Drainable,newitems,Classic
Green Jack-O-Lantern,HCJackolanterngreen,B41 Beta,Normal,Holiday,Hydrocraft
Green LED,HCLedgreen,B41 Beta,Normal,Electronics,Hydrocraft
Green Light Bulb,LightBulbGreen,41.1,Normal,newitems,Classic
Green Onion,HCOniongreen,B41 Beta,Food,Food Vegetables,Hydrocraft
Green Onion Seeds,HCOniongreenseeds,B41 Beta,Normal,Seeds,Hydrocraft
Green Onion Seeds Packet,HCOniongreenseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Green Ornament,HCOrnamentgreen,B41 Beta,Normal,Holiday,Hydrocraft
Green Paint,PaintGreen,B41 Beta,Drainable,items,Hydrocraft
Green Pigment,HCGreenpigment,B41 Beta,Drainable,Painting,Hydrocraft
Green Pumpkin,HCPumpkingreen,B41 Beta,Food,Food Vegetables,Hydrocraft
Green Pumpkin Seeds,HCPumpkingreenseeds,B41 Beta,Normal,Seeds,Hydrocraft
Green Pumpkin Seeds Packet,HCPumpkingreenseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Green Ranger T-Shirt,Tshirt_Profession_RangerGreen,41.1,Clothing,clothing/clothing_shirts,Classic
Green Santa Hat,Hat_SantaHatGreen,41.1,Clothing,clothing/clothing_hats,Classic
Green Santa Suit Jacket,JacketLong_SantaGreen,41.1,Clothing,clothing/clothing_jacket,Classic
Green Santa Suit Pants,Trousers_SantaGReen,41.1,Clothing,clothing/clothing_pants,Classic
Green Tea Leaves,HCTeagreen,B41 Beta,Normal,Herbalism,Hydrocraft
Green Team Flag,HCFlagpolegreen,B41 Beta,Normal,Flags,Hydrocraft
Green Veteran T-Shirt,Tshirt_Profession_VeterenGreen,41.1,Clothing,clothing/clothing_shirts,Classic
Green Yarn,HCYarngreen,B41 Beta,Normal,Tailoring,Hydrocraft
Grenade,HCGrenade,B41 Beta,Weapon,Weapons Explosives,Hydrocraft
Grey Brick,HCGreybrick,B41 Beta,Normal,Masonry,Hydrocraft
Grey Clay,HCGreyclay,B41 Beta,Normal,Pottery,Hydrocraft
Grey Hunting Vest,Vest_Hunting_Grey,41.1,Clothing,clothing/clothing_shirts,Classic
Grey Paint,PaintGrey,B41 Beta,Drainable,items,Hydrocraft
Griddle Pan,GridlePan,41.1,Weapon,items_weapons,Classic
Grill Brush,GrillBrush,41.1,Normal,newitems,Classic
Grilled Cheese Sandwich,GrilledCheese,41.1,Food,items_food,Classic
Grilled Eggplant,HCGrilledeggplant,B41 Beta,Food,Food BBQ,Hydrocraft
Grinder Head,HCGrinderhead,B41 Beta,Normal,Tools,Hydrocraft
Grindstone,HCGrindstone,B41 Beta,Normal,Stoneworking,Hydrocraft
Grindstone,HCGrindstone2,B41 Beta,Container,Stoneworking,Hydrocraft
Grizzly Bear (Female),HCBearfemale,B41 Beta,Normal,Hunting,Hydrocraft
Grizzly Bear (Male),HCBearmale,B41 Beta,Normal,Hunting,Hydrocraft
Grizzly Bear Cloak,HCCloakbear,B41 Beta,Clothing,Leatherworking,Hydrocraft
Grizzly Bear Skeleton,HCBearbones,B41 Beta,Normal,Boneworking,Hydrocraft
Grooming Brush,HCGroomingbrush,B41 Beta,Normal,Pet,Hydrocraft
Ground Epazote,HCGroundepazote,B41 Beta,Food,Food Condiments,Hydrocraft
Ground Fennel,HCGroundfennel,B41 Beta,Food,Food Condiments,Hydrocraft
Ground Ginger,HCGroundginger,B41 Beta,Food,Food Condiments,Hydrocraft
Ground Juniper,HCGroundjuniper,B41 Beta,Food,Food Condiments,Hydrocraft
Ground Savory,HCSavory,B41 Beta,Food,Food Condiments,Hydrocraft
Ground White Pepper,HCWhitepepper,B41 Beta,Food,Food Condiments,Hydrocraft
Groundhog (Female),HCGroundhogfemale,B41 Beta,Normal,Hunting,Hydrocraft
Groundhog (Male),HCGroundhogmale,B41 Beta,Normal,Hunting,Hydrocraft
Grouse (Female),HCGrousefemale,B41 Beta,Normal,Hunting,Hydrocraft
Grouse (Male),HCGrousemale,B41 Beta,Normal,Hunting,Hydrocraft
Guerilla Radio Vol. 1,RadioMag1,41.1,Literature,items_radio,Classic
Guerilla Radio Vol. 2,RadioMag2,41.1,Literature,items_radio,Classic
Guerilla Radio Vol. 3,RadioMag3,41.1,Literature,items_radio,Classic
Guitar,HCGuitar,B41 Beta,Normal,Music,Hydrocraft
Guitar Case,HCGuitarcase,B41 Beta,Container,Music,Hydrocraft
Guitar Pick,HCGuitarpick,B41 Beta,Normal,Music,Hydrocraft
Gum,Gum,41.1,Food,items_food,Classic
Gum Wrapper,HCGumsticktrash,B41 Beta,Normal,Trash,Hydrocraft
Gummy Bears,HCGummybears,B41 Beta,Food,Food Candy,Hydrocraft
Gummy Worms,HCGummyworms,B41 Beta,Food,Food Candy,Hydrocraft
Gun Case,RifleCase1,41.1,Container,newBags,Classic
Gun Case,RifleCase2,41.1,Container,newBags,Classic
Gun Case,RifleCase3,41.1,Container,newBags,Classic
Gun Case,ShotgunCase1,41.1,Container,newBags,Classic
Gun Case,ShotgunCase2,41.1,Container,newBags,Classic
Gun Light,GunLight,41.1,WeaponPart,newitems,Classic
Gunpowder,GunPowder,41.1,Drainable,newitems,Classic
Gunsmithing Textbook,HCBookgunsmithing,B41 Beta,Literature,Books,Hydrocraft
Gym Towel,HCGymtowel,B41 Beta,Normal,Gym,Hydrocraft
Gypsum,HCGypsum,B41 Beta,Normal,Mining,Hydrocraft
Gypsum Powder,HCGypsumpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Habanero,PepperHabanero,41.1,Food,items_food,Classic
Hair Conditioner,HCHairconditioner,B41 Beta,Drainable,Bathroom,Hydrocraft
Hair gel,Hairgel,41.1,Drainable,newitems,Classic
Hairdryer,HCHairdryer,B41 Beta,Normal,Bathroom,Hydrocraft
Hairgel,HCHairgel,B41 Beta,Drainable,Bathroom,Hydrocraft
Hairspray,Hairspray,41.1,Normal,newitems,Classic
Half Dollar,HCHalfdollar,B41 Beta,Normal,Money,Hydrocraft
Ham,Ham,41.1,Food,items_food,Classic
Ham Slice,HamSlice,41.1,Food,items_food,Classic
Hammer,Hammer,41.1,Weapon,items_weapons,Classic
Hamster (Female),HCHamsterfemale,B41 Beta,Normal,Animals,Hydrocraft
Hamster (Male),HCHamstermale,B41 Beta,Normal,Animals,Hydrocraft
Hamster Poop,HCHamsterpoop,B41 Beta,Normal,Animals,Hydrocraft
Hamster Wheel,HCHamsterwheel,B41 Beta,Normal,Pet,Hydrocraft
Hand Axe,HandAxe,41.1,Weapon,items_weapons,Classic
Hand Chisel,HCChisel,B41 Beta,Normal,Stoneworking,Hydrocraft
Hand Cultivator,HCHandcultivator,B41 Beta,Normal,Gardening,Hydrocraft
Hand Dolly,HCHanddolly,B41 Beta,Container,Containers,Hydrocraft
Hand Drill,HCDrillhand,B41 Beta,Drainable,Tools,Hydrocraft
Hand Fork,HandFork,41.1,Weapon,items_weapons,Classic
Hand Mirror,HCHandmirror,B41 Beta,Normal,Bathroom,Hydrocraft
Hand Powered Pump,HCHandpump,B41 Beta,Normal,Tools,Hydrocraft
Hand Scythe,HandScythe,41.1,Weapon,items_weapons,Classic
Hand Soap,HCHandsoap,B41 Beta,Drainable,Bathroom,Hydrocraft
Hand Torch,HandTorch,41.1,Drainable,newitems,Classic
Hand Vacuum,HCHandvac,B41 Beta,Normal,Cleaning,Hydrocraft
Hand-Rolled Cigar,HCCigarhandrolled,B41 Beta,Food,Drugs Tobacco,Hydrocraft
Handcuffs,HCHandcuffs,B41 Beta,Normal,Police,Hydrocraft
Handle,Handle,41.1,Normal,newitems,Classic
Hard Boiled Egg,HCHardboiledegg,B41 Beta,Food,Food Breakfast,Hydrocraft
Hard Hat,HCHardhat,B41 Beta,Normal,Armor,Hydrocraft
Hard Hat,Hat_HardHat,41.1,Clothing,clothing/clothing_hats,Classic
Hard Leather Strip,HCLeatherstriphard,B41 Beta,Normal,Leatherworking,Hydrocraft
Hardened Leather,HCLeatherhard,B41 Beta,Normal,Leatherworking,Hydrocraft
Hardened Leather Arm Guards,HCArmarmorhardenedleather,B41 Beta,Normal,Armor,Hydrocraft
Hardened Leather Armor,HCArmorhardenedleather,B41 Beta,Normal,Armor,Hydrocraft
Hardened Leather Leg Guards,HCLegarmorhardenedleather,B41 Beta,Normal,Armor,Hydrocraft
Hardened Wooden Stake,HCStakehard,B41 Beta,Weapon,Weapons Stakes,Hydrocraft
Harmonica,HCHarmonica,B41 Beta,Normal,Music,Hydrocraft
Harp,HCHarp,B41 Beta,Normal,Music,Hydrocraft
Hashbrowns,HCHashbrowns,B41 Beta,Food,Food Taters,Hydrocraft
Hat Arrow,Hat_JokeArrow,41.1,Clothing,clothing/clothing_hats,Classic
Hat Knife,Hat_JokeKnife,41.1,Clothing,clothing/clothing_hats,Classic
Hatter Textbook,HCBookhatter,B41 Beta,Literature,Books,Hydrocraft
Hawaiian Red Shirt,Shirt_HawaiianRed,41.1,Clothing,clothing/clothing_shirts,Classic
Hawaiian Shirt,Shirt_HawaiianTINT,41.1,Clothing,clothing/clothing_shirts,Classic
Hawthorn Fruit,HCHawthornfruit,B41 Beta,Food,Foraging,Hydrocraft
Haystack,HCHaystack,B41 Beta,Normal,Tailoring,Hydrocraft
Hazmat Suit,HCHazmat,B41 Beta,Normal,Clothing,Hydrocraft
Hazmat Suit,HazmatSuit,41.1,Clothing,clothing/clothing_suits,Classic
Hazmat Suit Blueprint,HCBlueprinthazmatsuit,B41 Beta,Literature,Blueprints,Hydrocraft
Head,HCZedhead,B41 Beta,Normal,Food Meat,Hydrocraft
Head Mirror,HCHeadmirror,B41 Beta,Normal,Medical,Hydrocraft
Head on a Pike,HCPikehead,B41 Beta,Normal,Holiday,Hydrocraft
Headless Skeleton,HCZedbonesheadless,B41 Beta,Normal,Boneworking,Hydrocraft
Headless Skinned Carcass,HCZedmeatheadless,B41 Beta,Food,Food Meat,Hydrocraft
Headphones,Headphones,41.1,Normal,newitems,Classic
Health Textbook,HCBookhealth,B41 Beta,Literature,Books,Hydrocraft
Hearing Aid,HCHearingaid,B41 Beta,Normal,Medical,Hydrocraft
Hearts Boxers,Boxers_Hearts,41.1,Clothing,clothing/clothing_underwear,Classic
Heat Element,HCHeatelement,B41 Beta,Normal,Electronics,Hydrocraft
Hebrew Textbook,HCBookhebrew,B41 Beta,Literature,Books,Hydrocraft
Hedge Cutter,HCHedgecutter,B41 Beta,Weapon,Gardening,Hydrocraft
Hedge Cutter Blade,HCHedgecutterblade,B41 Beta,Normal,Gardening,Hydrocraft
Hedge Trimmer,HCHedgetrimmer,B41 Beta,Weapon,Gardening,Hydrocraft
Hedge Trimmer Blade,HCHedgetrimmerblade,B41 Beta,Normal,Gardening,Hydrocraft
Heeler (Female),HCHeelerfemale,B41 Beta,Container,Dogs,Hydrocraft
Heeler (Male),HCHeelermale,B41 Beta,Container,Dogs,Hydrocraft
Helicopter,HCHelicopterL,B41 Beta,Container,Travel,Hydrocraft
Helicopter,HCHelicopterR,B41 Beta,Container,Travel,Hydrocraft
Helium Tank,HCHeliumtank,B41 Beta,Normal,Lab,Hydrocraft
Hemp Seeds,HCHempseeds,B41 Beta,Normal,Seeds,Hydrocraft
Hemp Seeds Packet,HCHempseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Hempcrete Block,HCHempcreteblock,B41 Beta,Normal,Masonry,Hydrocraft
Herbal Liqueur,HCHerballiqueur,B41 Beta,Food,Food Bar,Hydrocraft
Herbalism Textbook,HCBookherbalism,B41 Beta,Literature,Books,Hydrocraft
Herbalist Table,HCHerbtable,B41 Beta,Normal,Herbalism,Hydrocraft
Herbalist Table,HCHerbtable2,B41 Beta,Container,Herbalism,Hydrocraft
Herring,HCHerring,B41 Beta,Food,Food Seafood,Hydrocraft
Hexamethylentetramin Powder,HCHexapowder,B41 Beta,Normal,Alchemy,Hydrocraft
Hickory Leaves,HCHickoryleaves,B41 Beta,Normal,Foraging,Hydrocraft
Hickory Nuts,HCHickorynuts,B41 Beta,Normal,Foraging,Hydrocraft
Hickory Smoke Spice,HCHickorysmoke,B41 Beta,Food,Food Condiments,Hydrocraft
Hide Arm Guards,HCArmarmorhide,B41 Beta,Normal,Armor,Hydrocraft
Hide Armor,HCArmorhide,B41 Beta,Normal,Armor,Hydrocraft
Hide Leg Guards,HCLegarmorhide,B41 Beta,Normal,Armor,Hydrocraft
Hide Strap,HCHidestrap,B41 Beta,Normal,Leatherworking,Hydrocraft
High Visibility Vest,Vest_HighViz,41.1,Clothing,clothing/clothing_shirts,Classic
High-end Camera,CameraExpensive,41.1,Normal,newitems,Classic
Highlighter,HCHighlighter,B41 Beta,Normal,Office,Hydrocraft
Hiking Bag,Bag_NormalHikingBag,41.1,Container,clothing/clothing_others,Classic
Hindi Textbook,HCBookhindi,B41 Beta,Literature,Books,Hydrocraft
HMTD Chemical Research,HCBlueprinthmtd,B41 Beta,Literature,Blueprints,Hydrocraft
HMTD Crystals,HCHmtdcrystals,B41 Beta,Weapon,Alchemy,Hydrocraft
Hockey Goalie Mask,Hat_HockeyMask,41.1,Clothing,clothing/clothing_hats,Classic
Hockey Helmet,Hat_HockeyHelmet,41.1,Clothing,clothing/clothing_hats,Classic
Hockey Mask,HCHockeymask,B41 Beta,Normal,Armor,Hydrocraft
Hockey Puck,HCHokeypuck,B41 Beta,Normal,Toys,Hydrocraft
Hockey Stick,HockeyStick,41.1,Weapon,items_weapons,Classic
Holly,HCHolly,B41 Beta,Food,Foraging,Hydrocraft
Holster,HolsterSimple,41.1,Clothing,clothing/clothing_others,Classic
Holy Bible,HCBookbible,B41 Beta,Literature,Books,Hydrocraft
Home Alarm,HomeAlarm,41.1,Normal,newitems,Classic
Homemade Agar Label,HCLabelAgar,B41 Beta,Normal,Labels,Hydrocraft
Homemade Banana Yogurt,HCJarhomemadeyogurtbanana,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Bat,HCHomemadebat,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Barbed Wire,HCHomemadebatbarbedwire,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Hedge Cutter Blade,HCHomemadebatcutter,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Hedge Trimmer Bloody,HCHomemadebattrimmer,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Screws,HCHomemadebatscrews,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Tent Pegs,HCHomemadebattentpegs,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Bat with Wrench,HCHomemadebatwrench,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Cherry Yogurt,HCJarhomemadeyogurtcherry,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Club,HCHomemadeclub,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Barbed Wire,HCHomemadeclubbarbedwire,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Hedge Cutter Blade,HCHomemadeclubcutter,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Hedge Trimmer Blade,HCHomemadeclubtrimmer,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Screws,HCHomemadeclubscrews,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Tent Pegs,HCHomemadeclubtentpegs,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Club with Wrench,HCHomemadeclubwrench,B41 Beta,Weapon,Weapons Bats,Hydrocraft
Homemade Cookie,HCHomemadecookie,B41 Beta,Food,Food Cookies,Hydrocraft
Homemade Crystal Meth,HCCrystalmeth,B41 Beta,Food,Drugs Meth,Hydrocraft
Homemade Cupcake Batter,HCCupcakebatter,B41 Beta,Food,Food Pastry,Hydrocraft
Homemade Cupcakes in Muffin Pan,HCCupcakeshomemadepan,B41 Beta,Food,Food Pastry,Hydrocraft
Homemade Currant Yogurt,HCJarhomemadeyogurtcurrant,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Ether Label,HCLabelselfmadeether,B41 Beta,Normal,Labels,Hydrocraft
Homemade Fries,HCFries,B41 Beta,Food,Food Taters,Hydrocraft
Homemade Grape Yogurt,HCJarhomemadeyogurtgrape,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Heating Plate,HCSelfmadeheater,B41 Beta,Normal,Industrial,Hydrocraft
Homemade Ketchup,HCKetchup,B41 Beta,Food,Food Condiments,Hydrocraft
Homemade Lemon Yogurt,HCJarhomemadeyogurtlemon,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Lemonade,HCLemonade1,B41 Beta,Food,Food Juice,Hydrocraft
Homemade Lemonade,HCLemonade2,B41 Beta,Food,Food Juice,Hydrocraft
Homemade Pancake,HCPancakeshomemade,B41 Beta,Food,Food Flour,Hydrocraft
Homemade Pancake Batter,HCPancakebatter,B41 Beta,Food,Food Flour,Hydrocraft
Homemade Peach Yogurt,HCJarhomemadeyogurtpeach,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Peanut Butter,HCPeanutbutter,B41 Beta,Food,Food Condiments,Hydrocraft
Homemade Pear Yogurt,HCJarhomemadeyogurtpear,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Pineapple Yogurt,HCJarhomemadeyogurtpineapple,B41 Beta,Food,Food Dairy,Hydrocraft
