itemName,shortdescription,description,price,category
pearlpea,Pearlpeas,Pearlpeas! I'll need to bite down hard.,40,food
pineapple,Pineapple,A tropical treat!,160,food
potato,Potato,Po-ta-to.,80,food
pussplum,Pussplum,"Pussplum, some claim it is delicious!",150,food
redapple,Red Apple,A ripe red apple.,4,food
reefpod,Reefpod,Fruit of the ocean.,150,food
rice,Rice,Rice. Grains of goodness.,60,cookingIngredient
shroom,Mushroom,A mushroom. I could make quite a few things with enough of these.,5,cookingIngredient
sugar,Sugar,"Pure, unadulterated sugary goodness.",90,cookingIngredient
thornfruit,Thorn Fruit,"So long as you watch out for the thorns, these are delicious.",30,food
tomato,Tomato,"A ripe, juicy tomato!",60,food
toxictop,Toxictop,A toxic looking fruit. Can looks be deceiving?,200,food
wartweed,Wartweed,Warty but not very weedy.,140,food
wheat,Wheat,Essential for making bread.,40,cookingIngredient
cannedfood,Canned Food,"Not the best quality food, but it's filling and will keep for a long time.",40,food
cheese,Cheese,A wedge of cheese.,50,food
chocolate,Chocolate,Just objectively the best thing ever.,120,food
egg,Egg,It's an egg!,20,food
milk,Milk,"Mmm, milk.",40,drink
oculemonade,Oculemonade,"Nothing better on a hot day than a cool, refreshing can of Oculemonade.",40,drink
reefcola,Reef-Cola,"Taste the ocean, with Reef-Cola.",40,drink
soda,Soda,A refreshing can of soda.,40,drink
card01,Trading Card #01,A token of appreciation from a galactic baker.,,tradingCard
monsterclaw,Monster Claw,An impressively large claw. I bet someone would pay good money for this.,,trophy
accordion,Accordion,An accordion. Get those arms working!,3000,musicalInstrument
acousticguitar,Acoustic Guitar,An acoustic guitar. Perfect for campfire songs.,3000,musicalInstrument
banjo,Banjo,A banjo. Get ready to duel!,3000,musicalInstrument
bassguitar,Bass Guitar,A bass guitar. Lay down some rhythm.,3000,musicalInstrument
bones,Floran Bone Xylophone,A bone xylophone. Produces a killer sound.,3000,musicalInstrument
brightpiano,Bright Piano,A bright-sounding piano. Great for performing more upbeat songs!,3000,musicalInstrument
clarinet,Clarinet,A clarinet. Try not to squeak.,3000,musicalInstrument
drumkit,Drum Kit,A drum kit. Better warn the neighbours.,3000,musicalInstrument
dulcimer,Hammered Dulcimer,A hammered dulcimer. Bash out a tune.,3000,musicalInstrument
electricbass,Electric Bass Guitar,An electric bass guitar. Lay down some rhythm.,3000,musicalInstrument
flute,Flute,A flute. But is it magic?,3000,musicalInstrument
harmonica,Harmonica,A harmonica. Favourite instrument of grizzled space captains.,3000,musicalInstrument
harp,Harp,A harp. Plucky.,3000,musicalInstrument
keyboard,The Model M,A Glitch model M. With buckling spring mechanism from a more civilized age.,3000,musicalInstrument
koto,Koto,A koto. For that oriental sound.,3000,musicalInstrument
leadguitar,Lead Guitar,A lead guitar. For those who like to showboat.,3000,musicalInstrument
microphone,Low-Pitch Microphone,A microphone. How low can you go?,3000,musicalInstrument
microphonefem,High-Pitch Microphone,A microphone. For all the soulful divas out there.,3000,musicalInstrument
musicbox,Music Box,A music box. Is this a wind-up?,3000,musicalInstrument
nylonguitar,Nylon Guitar,A nylon guitar. It gently weeps.,3000,musicalInstrument
oboe,Oboe,An oboe. It's pretty dusty.,3000,musicalInstrument
ocarina,Ocarina,An ocarina. Make sure you have time to practise.,3000,musicalInstrument
overdriveguitar,Overdrive Guitar,A guitar. For those who like distortion.,3000,musicalInstrument
piano,Piano,A piano. Truly a key instrument.,3000,musicalInstrument
reedorgan,Reed Organ,A reed organ. Don't blow this performance.,3000,musicalInstrument
rockorgan,Rock Organ,A rock organ. A real stadium-filler.,3000,musicalInstrument
saxophone,Saxophone,A saxophone. For when you've got the space blues.,3000,musicalInstrument
steeldrum,Steel Drum,A steel drum. Let's make some noise.,3000,musicalInstrument
trumpet,Trumpet,A trumpet. Try not to blow your own horn.,3000,musicalInstrument
violin,Violin,A violin. Don't bow out just yet.,3000,musicalInstrument
liquidhealing,Healing Water,"A measure of cool, clear, healing water. Drinking it will restore your body.",,liquid
liquidlava,Lava,"A measure of bubbling, searing lava.",,liquid
liquidfuel,Liquid Erchius Fuel,"A dangerous and volatile substance, syphoned from moons and used as FTL fuel.",1,liquid
liquidmilk,Coconut Milk,A measure of coconut milk. The taste is amazing.,,liquid
liquidoil,Oil,A measure of gooey unrefined oil.,,liquid
liquidpoison,Poison,A measure of strong poison.,,liquid
liquidslime,Slime,A slimey liquid.,,liquid
swampwater,Swamp Water,A measure of dirty swamp water.,,liquid
liquidwater,Water,"A measure of cool, clear water.",,liquid
alienrock,Alien Rock,This strange rock comes from an alien world.,0,block
alienstripedwood,Striped Wood,A piece of alien striped wood. Stripey!,0,block
ancientblock,Ancient Block,These bricks have certainly survived the test of time.,0,block
ancientbrick,Ancient Brick,This carved brick is immeasurably old.,0,block
ancientplatform,Ancient Platform,An ancient platform made up of some kind of technological rock.,0,platform
apexshipdetails,Metal Railing,A riveted metal wall.,0,block
apexshipplatform,Ship Platform,Durable enough to withstand the demands of space travel.,0,platform
apexshipsupport,Ship Support,A wall support used in ship construction.,0,block
apexshipwall,Wall Panel,A sleek metal wall panel.,0,block
ash,Ash Pile,A pile of tightly packed ash.,0,block
asphalt,Asphalt,A cheap but effective construction material.,0,block
aztecmaterial,Glyph Block,Small glyphs cover this stone.,0,block
aztectech,Avian Tech Block,An advanced synthetic Avian material with printed markings.,0,block
bamboo,Bamboo,Freshly cut stalks of bamboo.,0,block
bambooplatform,Bamboo Platform,Strong platforms fashioned from bamboo stalks.,0,platform
bars,Metal Bars,Closely spaced thick metal bars.,0,block
baseboard,Classic Baseboard,This baseboard completes the classic home look.,0,block
biorock,Yellow Glow Rock,This rock is glowing with bioluminescence.,0,block
biorock2,Blue Glow Rock,This blue rock is faintly glowing with bioluminescence.,0,block
blackblock,...,...,0,block
blackglass,Black Glass,A dark-tinted panel of glass.,0,block
blaststone,Blaststone,Sharp rocks produced by blasts of enormous heat.,0,block
blueneonsymbol,Blue Neon Block,A tile with a strange blue glyph engraved in the centre.,0,block
bonematerial,Packed Bones,A collection of bones tightly packed together.,0,block
bookpiles,Pile of Books,"A pile of dusty old books, they're full of tales of dragons and knights.",0,block
brainsblock,Brains,Pulsating brain matter.. I wonder if it's thinking.,0,block
brickmaterial,Bricks,Small but perfectly formed bricks made from clay.,0,block
cabinroofing,Cabin Roofing,Simple roofing for a cabin.,0,block
cactiblock,Cacti Block,Cactus that's been fashioned into a construction block. Still prickly.,0,block
candyblock,Candy Block,Sweet-smelling rock candy!,0,block
castlewalls1,Heavy Stone Brick,"Strong stone slabs, perfect for building a castle.",0,block
castlewalls2,Small Stone Brick,"Small stone slabs, perfect for the finer details.",0,block
chain,Tungsten Chain,"Tungsten chains, and not the fun kind.",0,block
cheapwallpaper,Tacky Wallpaper,"Cheap, tacky wallpaper.",0,block
clay,Clay,"Heavy, sticky clay.",0,block
cloudblock,Cloud,A cloud dense enough to walk on.,0,block
cobblestonematerial,Cobblestone,"Hard cobblestones, smooth to the touch.",0,block
cobblestonebrick,Cobblestone Brick,Small bricks made from cobblestone.,0,block
coconutblock,Coconut Block,Bricks made from coconut and mortar.,0,block
composite01material,Titanium Panel,A smooth panel made of titanium.,0,block
compositerail,Composite Rail,A strong reinforced rail.,0,rail
concretematerial,Concrete Block,"Cold, hard, concrete.",0,block
copperblock,Copper Gear Block,This copper block has a distinct gear-like imprint.,0,block
copperfence,Copper Fence,A sturdy copper fence.,0,block
copperladder,Copper Ladder,A copper ladder,0,platform
copperplatform,Copper Platform,A platform made from copper.,0,platform
copperroofing,Copper Roofing,Roofing tiles fashioned from copper.,0,block
copperwindow,Copper Window,A window with a frame made from solid copper.,0,block
corruptdirtmaterial,Corrupt Dirt,A disgusting block of corrupted dirt.,0,block
crosshatch,Window Lattice,A simple lattice made of wood.,0,block
crystalblock,Crystal Block,A shimmering block of made from crystals.,0,block
darksmoothstonematerial,Dark Smooth Stone,"A dark, smooth stone block.",0,block
darkwoodmaterial,Timber,Wood that has been prepared for building and crafting.,0,block
dermisblock,Ruin Dermis,"A fleshy mass with some thick, tough looking skin.",0,block
direstone,Dire Stone,Little wormlike forms wriggle beneath the surface of this glassy stone.,0,block
dirtmaterial,Dirt,Dirty looking dirt.,0,block
drydirt,Dry Dirt,"Dirt, dried solid in the sun.",0,block
drysand,Dry Sand,"Hard, cracked sand that shatters underfoot.",0,block
eyepiles,Pile of Eyes,A tumbling heap of squishy eyeballs.,0,block
fadedblocks,Soft Brick,Soft faded brick.,0,block
fence,Wooden Fence,A sturdy wooden fence.,0,block
fleshblock,Flesh Chunk,"Some hideous, foul-smelling kind of flesh.",0,block
floweryblock,Flower Block,A fragrant bundle made of flowers and leaves.,0,block
frozendirt,Frozen Dirt,This dirt is frozen solid.,0,block
frozenwater,Smooth Ice,Some naturally smooth ice.,0,block
fullwood1,Treated Wood,Carefully treated wood that maintains a freshly chopped appearance.,0,block
fullwood2,Unrefined Wood,"Rough and unrefined, this wood looks freshly chopped.",0,block
geodeblock,Geode Crystals,Glimmering natural geode crystals.,0,block
geodestone,Geode Stone,A solid stone filled with small geode crystals.,0,block
girdermaterial,Girder,A strong looking metal girder.,0,block
glassmaterial,Glass Block,I can see my reflection.,0,block
goldblock,Gold Block,A whole block of solid gold.,0,block
goldenplatform,Gold Platform,"For the truly opulent, a platform made from gold.",0,platform
grassy,Sod Block,A block of sod roofing with growing grass.,0,block
grassyrock,Grassy Rock,"Rough, grassy stone.",0,block
gravelmaterial,Gravel,Coarse gravel.,0,block
greenneonsymbol,Green Neon Block,A tile with a strange green glyph engraved in the centre.,0,block
hazard,Hazard Block,This pattern suggests caution.,0,block
heavyironbars,Heavy Iron Bars,"Thick iron bars. Still strong, though decaying with rust.",0,block
heavypipe,Heavy Pipe,"A heavy pipe, commonly used in waste systems.",0,block
hellstonematerial,Flesh Pile,"Eww, a fleshy looking material!",0,block
hive,Hive Block,Sticky hive combs made from the remains of fallen creatures.,0,block
homewalls1,Painted Brick,Nicely painted brickwork.,0,block
ice,Ice,"Solid ice, tingly to the touch.",0,block
iceblock,Ice Block,"Solid ice, cut into block shape.",0,block
ironblock,Iron Block,A solid iron block.,0,block
jellyblock,Jelly Blob,"A slimy, bright coloured mass of jelly.",0,block
junk,Junk Pile,An old pile of junk.,0,block
junktech,Junk Tech,"Useless scrap metal, mostly remnants of outmoded technology.",0,block
ledgebrick,Ledge Brick,Stone stepped bricks with a small ledge.,0,block
lightmetal,Light Metal,"A light metallic tile, perfect for a research laboratory.",0,block
limestone,Limestone,"Rough, unrefined limestone.",0,block
logblock,Wooden Log,A wooden log. Good for building simple structures.,0,block
lunarbaseblock,Lunar Base Block,This alloy looks incredibly durable.,0,block
lunarbaseplatform,Lunar Base Platform,A well-constructed metal platform.,0,platform
magmarock,Magmarock,Magmarock. This is hot stuff.,0,block
matterblock,Matter Block,A matter block. A block that matters.,0,block
medievalladder,Wooden Ladder,A shoddy wooden ladder. What a thrill!,0,platform
mediummetal,Tungsten Block,A solid tungsten block.,0,block
metallicmaterial,Hi-tech Block,This looks hi-tech!,0,block
meteoriterock,Meteorite Rock,An extremely hard rock found just outside the atmosphere.,0,block
mirror,Mirror Block,A non-reflective mirror.,0,block
modernplatform,Modern Platform,"Made from a modern material, this platform is smooth to the touch.",0,platform
moondust,Moondust,"Moondust, the thing dreams are made of.",0,block
moonrock,Moonrock,"Tough, gritty moon rock.",0,block
moonstone,Moonstone,"Beautiful, smooth moonstone.",0,block
mossypackeddirt,Mossy Packed Dirt,"Packed dirt, covered in moss.",0,block
mud,Mud,Thick and sticky mud.,0,block
neonblock,Neon Block,A coloured block filled with neon gas.,0,block
obsidian,Obsidian,Solid obsidian. It is naturally black.,0,block
ornateflooring,Ornate Flooring,Delightful ornate flooring.,0,block
ornateroofing,Ornate Roofing,Traditional looking ornate roofing.,0,block
ornatetiles,Ornate Tiles,Exquisite ornate roof tiles.,0,block
ornatewall,Ornate Wall,A traditional looking wall.,0,block
ornatewood,Ornate Wood,Expertly treated ornate wood.,0,block
outpost,Outpost Wall,Wall material commonly used in space outposts.,0,block
outpostplatform,Outpost Platform,A simple light platform commonly found in remote outposts.,0,platform
outpostsupport,Outpost Support Beam,A reinforced support beam.,0,block
outpostwall1,Outpost Concrete,Dark concrete specially designed for outposts.,0,block
outpostwall2,Outpost Thick Wall,A thick wall type developed for exposure to extreme elements.,0,block
packeddirt,Packed Dirt,Some dirt packed into small bricks.,0,block
petalblock,Petal Block,Sweet smelling dark leaves and flowers.,0,block
pillarblock,Pillar Block,An old looking stone pillar.,0,block
plantblock,Plant Block,A block made of plant matter.,0,block
plantmatter,Plant Matter,A block made of packed plant matter.,0,block
plantplatform,Mossy Platform,The platform is slimy with moss and leaves. Better be careful not to slip!,0,platform
platematerial,Smooth Plated Block,Reminds me of the inside of a medical centre.,0,block
platform,Wood Platform,A nondescript wood platform.,0,platform
platform2,Wood Platform,A nondescript wood platform.,0,platform
platinumblock,Platinum Block,A whole block of solid platinum.,0,block
pressurisedbeam,Pressurised Beam,A support beam made for pressurised environments.,0,block
pressuriseddurasteel,Pressurised Durasteel,"A durasteel panel, specially designed to contain pressurised environments.",0,block
pressurisedgirder,Pressurised Girder,A girder designed to accommodate pressurisation changes.,0,block
pressurisedplatform,Pressurised Platform,Platforms made for use in potentially pressurised environments.,0,platform
protectorateplatform,Protectorate Platform,A simple looking platform.,0,platform
purplecrystalmaterial,Purple Crystal Block,Light seems to twist inside these purple crystals.,0,block
rainbowwoodblock,Rainbow Wood Planks,Simply fabulous.,0,block
redtoyblock,Red Toy Block,A large stackable toy block.,0,block
reedblock,Reed Block,A block made from tightly woven reeds.,0,block
ridgebrick,Ridged Block,Stone bricks with a ridge carved near the top.,0,block
rock01,Rough Stone,"Rough, unrefined stone.",0,block
rock02,Rough Stone,"Rough, unrefined stone.",0,block
rock03,Rough Stone,"Rough, unrefined stone.",0,block
rock04,Rough Stone,"Rough, unrefined stone.",0,block
rock12,Rough Stone,"Rough, unrefined stone.",0,block
rock14,Granite Rock,Stacked natural granite bricks.,0,block
rock15,Rough Stone,"Rough, unrefined stone.",0,block
rock17,Rough Stone,"Rough, unrefined stone.",0,block
rock19,Rough Stone,"Rough, unrefined stone.",0,block
rock20,Rough Stone,"Rough, unrefined stone.",0,block
rockbrickmaterial,Rock Bricks,A crudely produced set of rock bricks.,0,block
rooftiles,Roof Tiles,Weathered roof tiles. Their shape makes me feel uneasy.,0,block
ruinsplatform,Ruins Platform,An old dusty wooden platform. Looks like it's falling apart.,0,platform
rustyblock,Rusty Block,A rusty old metal block.,0,block
rustymetal,Rusty Metal,Old metal encrusted with rust.,0,block
rustyrail,Rusty Rail,"These rails are a bit rough, but functional.",0,rail
sand,Loose Silt,It's Silt. It's very silty.,0,block
sand2,Sand,A fine glittering sand. Could probably be made into glass!,0,block
sandstonematerial,Sandstone,Tough natural sandstone.,0,block
sandstoneblock,Sandstone Bricks,Bricks made from smoothed sandstone.,0,block
sewage,Raw Sewage,A disgusting pile of sewage. Lovely.,0,block
sewerpipe,Sewer Pipe,A sewer pipe used for transporting waste.,0,block
shadowblock,Shadow Rock,A rock as pitch black as shadow.,0,block
shadowspikeblock,Shadow Spike Block,A spiked block formed from shadowy material.,0,block
shadowwallblock,Shadow Bricks,Bricks carved from shadowy rock.,0,block
shojiscreenpanel,Shoji Screen Panel,A traditional screen panel.,0,block
shroomblock,Mushroom Block,A block made of soft fungus.,0,block
silverblock,Silver Block,A whole block of silver.,0,block
silverplatform,Silver Platform,A polished platform crafted from pure silver.,0,platform
silverscrew,Silver Screw,A giant screw crafted from silver.,0,block
slime,Slime Glob,A thick mucus. It jiggles when poked.,0,block
slush,Slush,Melting ice makes a thick slush.,0,block
smoothmetal,Smooth Metal,"Smooth metal, cold to the touch.",0,block
snow,Snow,Soft and fluffy snow.,0,block
spidersilkblock,Spider Silk,Webs packed tight into a solid block.,0,block
stomachblock,Stomach Lining,This fleshy mass looks like it was part of some creature's stomach.,0,block
stoneplatform,Stone Platform,A platform carved from stone.,0,platform
stonerubble,Stone Rubble,Stone rubble which appears to be debris from an old structure.,0,block
stonetiles,Stone Tiles,Tiles made from smoothly polished stone.,0,block
supermatter,Erchius Crystal,A crystal used to power FTL technology. It's still not fully understood.,0,block
tar,Tar,"Thick, rancid tar. Just looking at it feels sticky.",0,block
techhull1,Reinforced Tech Block,Wiring hides beneath this reinforced hi-tech plated material.,0,block
temple1,Temple Block,Ancient stones with intricate carvings carved into the surface.,0,block
temple2,Temple Bricks,"Small, relatively old bricks with some Avian hieroglyphs carved in.",0,block
temple3,Small Temple Bricks,Dusty but finely crafted bricks.,0,block
temple4,Simple Temple Blocks,"Old and poorly crafted blocks, crude drawings are scratched into the stone.",0,block
tentacleblock,Tentacle Cluster,A mass of wriggling tentacles.,0,block
tentaclepipe,Large Tentacle,A large tentacle,0,block
thatch,Thatch,Traditional thatched roofing.,0,block
tombbrick,Tomb Brick,Dusty and ancient bricks.,0,block
tombbrick2,Unmarked Tomb Brick,These bricks have worn smooth with age.,0,block
tombbrick3,Small Tomb Brick,These small bricks are masterfully crafted.,0,block
tombbrick4,Dark Tomb Brick,"Dark and cold to the touch, these bricks seem to suck the heat from the room.",0,block
tombbrick5,Smooth Tomb Brick,"Old bricks, polished to perfection.",0,block
treasurehoard,Treasure Hoard,A shimmering hoard of valuable treasure.,0,block
tribalplatform,Temple Platform,Platforms build from solid temple bricks.,0,platform
tungstenplatform,Tungsten Platform,Strong platforms made from tungsten.,0,platform
vine,Vine,A thick coil of vines. They look strong.,0,block
wallpaper,Classic Wallpaper,"Some classy wallpaper, the perfect finishing touch.",0,block
waste,Waste,"Disgusting, faintly glowing toxic waste.",0,block
wetdirt,Wet Dirt,"Not quite mud, not quite dirt...it's wet dirt.",0,block
wicker,Wicker,A roughly woven wicker material.,0,block
wickersupport,Wicker Support Block,A tightly woven wicker material.,0,block
woodbridge,Wooden Bridge Block,The wood is very old and creaks in the wind.,0,block
woodenplatform,Ornate Platform,"Nicely finished ornate, wooden platforms.",0,platform
woodenwindow1,Wooden Window,A window with wooden panes.,0,block
woodenwindow2,Wooden Blinds,Old wooden slats that don't let much light through.,0,block
woodpanelling,Wood Panelling,This wood panelling was fashionable in a distant era.,0,block
wreckplatform,Wrecked Platform,Rusty scaffolding. It doesn't look safe.,0,platform
FTLrepairkit,FTL Repair Kit,You can completely repair your ship's FTL drive with this!,,Upgrade Component
shiprepairkit,Ship Repair Kit,"It's not much, but this will help you get your ship back into ship-shape.",,Upgrade Component
shipT1,Thing,Does things,,Upgrade Component
shipT2,Thing,Does things,,Upgrade Component
shipT3,Thing,Does things,,Upgrade Component
shipT4,Thing,Does things,,Upgrade Component
shipT5,Thing,Does things,,Upgrade Component
shipT6,Thing,Does things,,Upgrade Component
shipT7,Thing,Does things,,Upgrade Component
shipT8,Thing,Does things,,Upgrade Component
beachball,Beachball,It's an inflatable beachball.,500,throwableItem
bomb,Bomb,A great way to blow stuff up. Be careful where you throw them!,50,throwableItem
bouncyball,Bouncy Ball,This ball bounces when thrown.,,throwableItem
bowlingball,Bowling Ball,A large heavy bowling ball.,500,throwableItem
capturepod,Capture Pod,Throw it at a monster to forcefully capture it and bring it to a new home.,750,throwableItem
coconut,Coconut,This coconut is just waiting to be thrown.,10,throwableItem
energyjavelin,Energy Javelin,A powerful javelin full of kinetic energy. Suitable for hunting.,,throwableItem
firework,Red Firework,Time for a celebration!,50,throwableItem
fireworkblue,Blue Firework,Time for a celebration!,50,throwableItem
fireworkgreen,Green Firework,Time for a celebration!,50,throwableItem
flare,Flare,Good for lighting up a dark cave before you dive into it.,5,throwableItem
flowerygrassseeds,Flowery Grass Seeds,Toss these on some damp tilled soil to grow flowery grass!,20,throwableItem
glowbomb,The Night Light,For when you need a quick light source.,,throwableItem
glowstickblue,Blue Glowstick,Creates a blue bioluminescent glow when thrown!,,throwableItem
glowstickgreen,Green Glowstick,Creates a green bioluminescent glow when thrown!,,throwableItem
glowstickorange,Orange Glowstick,Creates an orange bioluminescent glow when thrown!,,throwableItem
glowstickyellow,Yellow Glowstick,Creates a yellow bioluminescent glow when thrown!,,throwableItem
grassseeds,Grass Seeds,Toss these on some damp tilled soil to grow grass.,10,throwableItem
hivebomb,Bug Hive,Careful! These bugs have a deadly sting.,,throwableItem
huntingspear,Hunting Spear,A throwing spear. Causes monsters to drop meat.,4,throwableItem
javelin,Javelin,"A sharp throwing javelin, suitable for hunting.",,throwableItem
lavaballoon,Lava Balloon,"Just like a water balloon, with one noticeable difference.",,throwableItem
molotov,Molotov,The liquid in this bottle is highly flammable.,40,throwableItem
noveltybanana,Novelty Banana,What have we here?,400,throwableItem
paperplane,Paper Plane,A paper plane! Will it fly?,400,throwableItem
petball,Little Red Ball,I'd bet my pet would love playing with this.,100,throwableItem
snowball,Snowball,"A snowball, the perfect size for throwing.",,throwableItem
giganticsnowball,Gigantic Snowball,This snowball is huge! I can barely throw it.,,throwableItem
largesnowball,Large Snowball,"A large snowball, still the right size for throwing.",,throwableItem
mediumsnowball,Medium Snowball,"It's bigger than the average snowball, but you can still throw it.",,throwableItem
snowflakeshuriken,Snowflake Shuriken,A shuriken fashioned out of icy snowflakes.,,throwableItem
tarball,Tarball,Being hit by one of these is sticky.,,throwableItem
thorngrenade,Thorn Grenade,Scary what one can achieve with a fruit and a bit of volatile powder.,,throwableItem
throwingaxe,Throwing Axe,"A throwing axe, for chopping things down at a distance.",,throwableItem
throwingblock,Throwing Block,A block you can throw!,,throwableItem
throwingbones,Throwing Bones,"Throwing bones at your enemies is primitive, but effective.",4,throwableItem
throwingboulder,Throwing Boulder,Useful for combat or just showing off.,,throwableItem
throwingdagger,Throwing Dagger,"A throwing dagger, for combat or circus acts.",,throwableItem
throwingdart,Throwing Dart,"A throwing dart, aim for the bullseye.",,throwableItem
throwinggnome,Ball of Gnomes,Toss these little guys to do the fighting for you.,,throwableItem
throwingknife,Throwing Knife,Throwing this knife requires careful precision.,,throwableItem
throwingkunai,Throwing Kunai,A specialized throwing knife with a heavy blade.,,throwableItem
throwingspear,Iron Hunting Spear,A throwing spear which carves meat from monsters.,,throwableItem
throwingstar,Throwing Star,"A throwing star, pocket-sized and deadly.",,throwableItem
waterballoon,Water Balloon,A favourite of children and pranksters everywhere.,,throwableItem
chainsaw,Chainsaw,Great for chopping down trees. Try to avoid massacres.,0,Tool
flashlight,Flashlight,A handy flashlight!,100,Tool
greenflashlight,Flashlight,A green flashlight! A mighty glow.,100,Tool
hoe,Hoe,This hoe lets you till soil. The tilled soil can then be used to grow all sorts of crops!,125,Tool
mininglantern,Explorer's Lantern,This lantern can be carried by explorers to light the surrounding area.,800,Tool
painttool,Paint Mode,"Primary fire applies paint, secondary changes colour. Quick select with [Y] key.",0,Tool
redflashlight,Flashlight,A red flashlight! Everything looks hot and filled with rage.,100,Tool
wiretool,Wire Mode,Built to place optical wires between input points. Quick select with [T] key.,0,Tool
yellowflashlight,Flashlight,A yellow flashlight! Don't be afraid.,100,Tool
beamaxe,Matter Manipulator,Manipulates anything that matters. Quick select with [R] key.,0,Tool
beamaxeX,Matter Manipulator,Manipulates anything that matters. Quick select with [R] key.,0,Tool ^green;[R]
copperdrill,Copper Drill,Drills fast but breaks quickly. A temporary alternative to the matter manipulator.,150,Tool
copperpickaxe,Copper Pickaxe,"This tool won't last long, but I'll be able to dig pretty fast with it.",50,Tool
diamonddrill,Diamond Drill,Drills fast but breaks quickly. A temporary alternative to the matter manipulator.,450,Tool
diamondpickaxe,Diamond Pickaxe,"This tool won't last long, but I'll be able to dig pretty fast with it.",150,Tool
fishaxe,Fishaxe,NOW you mine fish.,0,Tool
fossiltool,Fossil Extractor,Used to unearth fossils. Anything else would break them. This tool has very low durability.,0,Tool
golddrill,Gold Drill,Drills fast but breaks quickly. A temporary alternative to the matter manipulator.,300,Tool
goldpickaxe,Gold Pickaxe,"This tool won't last long, but I'll be able to dig pretty fast with it.",100,Tool
laserminer,Laser Mining Tool,Pickaxes are so last millennium! Lasers are the future.,0,Tool
pickaxe,Pickaxe,Pickaxes are so last millennium!,50,Tool
platinumdrill,Platinum Drill,Drills fast but breaks quickly. A temporary alternative to the matter manipulator.,375,Tool
platinumpickaxe,Platinum Pickaxe,"This tool won't last long, but I'll be able to dig pretty fast with it.",125,Tool
silverdrill,Silver Drill,Drills fast but breaks quickly. A temporary alternative to the matter manipulator.,225,Tool
silverpickaxe,Silver Pickaxe,"This tool won't last long, but I'll be able to dig pretty fast with it.",75,Tool
superfishaxe,Fishaxe,One step below a sharknado.,0,
superfishaxedrop,Fishaxe (Drops),One step below a sharknado.,0,Tool
