name,id,type
Titanium ingot,ingot-titanium,item
Titanium powder,powder-titanium,item
Tungsten ore,tungsten-ore,item
Processed tungsten,processed-tungsten,item
Tungsten pellet,pellet-tungsten,item
Tungsten oxide,solid-tungsten-oxide,item
Tungsten oxide,tungsten-oxide,item
Ammonium paratungstate,solid-ammonium-paratungstate,item
Tungsten powder,powder-tungsten,item
Tungsten powder,powdered-tungsten,item
Processed zinc,processed-zinc,item
Zinc pellet,pellet-zinc,item
Zinc oxide,solid-zinc-oxide,item
Zinc cathode,cathode-zinc,item
Zinc ingot,ingot-zinc,item
Zinc powder,powder-zinc,item
Solder mixture,angels-solder-mixture,item
Lithium chloride,lithium-chloride,item
Lithium,lithium,item
Lithium cobalt oxide,lithium-cobalt-oxide,item
Lithium perchlorate,lithium-perchlorate,item
Ore processor 1,ore-processing-machine,item
Ore processor 2,ore-processing-machine-2,item
Ore processor 3,ore-processing-machine-3,item
Ore processor 4,ore-processing-machine-4,item
Pellet press 1,pellet-press,item
Pellet press 2,pellet-press-2,item
Pellet press 3,pellet-press-3,item
Pellet press 4,pellet-press-4,item
Powder mixer 1,powder-mixer,item
Powder mixer 2,powder-mixer-2,item
Powder mixer 3,powder-mixer-3,item
Powder mixer 4,powder-mixer-4,item
Blast furnace 1,blast-furnace,item
Blast furnace 2,blast-furnace-2,item
Blast furnace 3,blast-furnace-3,item
Blast furnace 4,blast-furnace-4,item
Chemical furnace 1,angels-chemical-furnace,item
Chemical furnace 2,angels-chemical-furnace-2,item
Chemical furnace 3,angels-chemical-furnace-3,item
Chemical furnace 4,angels-chemical-furnace-4,item
Aluminium sheet coil,angels-roll-aluminium,item
Aluminium plate,aluminium-plate,item
Aluminium plate,angels-plate-aluminium,item
Chrome sheet coil,angels-roll-chrome,item
Chrome plate,angels-plate-chrome,item
Cobalt sheet coil,angels-roll-cobalt,item
Cobalt plate,angels-plate-cobalt,item
Copper sheet coil,angels-roll-copper,item
Copper wire coil,angels-wire-coil-copper,item
Copper plate,angels-plate-copper,item
Copper wire,angels-wire-copper,item
Glass fiber,angels-coil-glass-fiber,item
Glass,angels-plate-glass,item
Glass,glass,item
Gold sheet coil,angels-roll-gold,item
Gold wire coil,angels-wire-coil-gold,item
Gold plate,angels-plate-gold,item
Gold plate,gold-plate,item
Gold wire,angels-wire-gold,item
Gilded copper wire,gilded-copper-cable,item
Iron sheet coil,angels-roll-iron,item
Iron rod stack,angels-rod-stack-iron,item
Iron plate,angels-plate-iron,item
Lead sheet coil,angels-roll-lead,item
Lead plate,angels-plate-lead,item
Lead plate,lead-plate,item
Manganese sheet coil,angels-roll-manganese,item
Manganese plate,angels-plate-manganese,item
Nickel sheet roll,angels-roll-nickel,item
Nickel plate,angels-plate-nickel,item
Nickel plate,nickel-plate,item
Platinum sheet coil,angels-roll-platinum,item
Platinum wire coil,angels-wire-coil-platinum,item
Platinum plate,angels-plate-platinum,item
Platinum wire,angels-wire-platinum,item
Mono silicon seed,angels-mono-silicon-seed,item
Quartz crucible,angels-quartz-crucible,item
Mono silicon,angels-mono-silicon,item
Pure silicon wafer,angels-silicon-wafer,item
Silicon wafer,silicon-wafer,item
Silicon nitride,silicon-nitride,item
Silicon carbide,silicon-carbide,item
Silver sheet coil,angels-roll-silver,item
Silver wire coil,angels-wire-coil-silver,item
Silver plate,angels-plate-silver,item
Silver plate,silver-plate,item
Silver wire,angels-wire-silver,item
Concrete brick,concrete-brick,item
Reinforced concrete brick,reinforced-concrete-brick,item
Tin sheet coil,angels-roll-tin,item
Tinned wire coil,angels-wire-coil-tin,item
Tin plate,angels-plate-tin,item
Tin plate,tin-plate,item
Tinned wire,angels-wire-tin,item
Tinned copper wire,tinned-copper-cable,item
Titanium sheet coil,angels-roll-titanium,item
Titanium plate,angels-plate-titanium,item
Titanium plate,titanium-plate,item
Tungsten powder mixture,casting-powder-tungsten,item
Tungsten plate,angels-plate-tungsten,item
Tungsten plate,tungsten-plate,item
Tungsten carbide plate,tungsten-carbide,item
Copper-tungsten plate,copper-tungsten-alloy,item
Zinc sheet coil,angels-roll-zinc,item
Zinc plate,angels-plate-zinc,item
Zinc plate,zinc-plate,item
Steel sheet coil,angels-roll-steel,item
Steel rod stack,angels-rod-stack-steel,item
Steel plate,angels-plate-steel,item
Steel rod,angels-rod-steel,item
Solder coil,angels-roll-solder,item
Solder,angels-solder,item
Solder,solder,item
Bronze plate,bronze-alloy,item
Brass plate,brass-alloy,item
Gunmetal plate,gunmetal-alloy,item
Invar plate,invar-alloy,item
Cobalt steel plate,cobalt-steel-alloy,item
Nitinol plate,nitinol-alloy,item
Resin sculptured motor casing,motor-casing-0,item
Expendable mold,mold-expendable,item
Reusable mold,mold-non-expendable,item
Fouled reusable mold,spent-mold-non-expendable,item
Induction furnace 1,induction-furnace,item
Induction furnace 2,induction-furnace-2,item
Induction furnace 3,induction-furnace-3,item
Induction furnace 4,induction-furnace-4,item
Casting machine 1,casting-machine,item
Casting machine 2,casting-machine-2,item
Casting machine 3,casting-machine-3,item
Casting machine 4,casting-machine-4,item
Strand casting machine 1,strand-casting-machine,item
Strand casting machine 2,strand-casting-machine-2,item
Strand casting machine 3,strand-casting-machine-3,item
Strand casting machine 4,strand-casting-machine-4,item
Sintering oven 1,sintering-oven,item
Sintering oven 2,sintering-oven-2,item
Sintering oven 3,sintering-oven-3,item
Sintering oven 4,sintering-oven-4,item
Clay,solid-clay,item
Limestone,solid-limestone,item
Lithia salt (lithium chloride),solid-lithium,item
Mud,solid-mud,item
Salt (sodium chloride),solid-salt,item
Washed sand,solid-sand,item
Hydro plant 1,hydro-plant,item
Hydro plant 2,hydro-plant-2,item
Hydro plant 3,hydro-plant-3,item
Clarifier,clarifier,item
Salination plant 1,salination-plant,item
Salination plant 2,salination-plant-2,item
Seafloor pump,seafloor-pump,item
Washing plant 1,washing-plant,item
Washing plant 2,washing-plant-2,item
Ground water bore,ground-water-pump,item
Electric boiler 1,angels-electric-boiler,item
Electric boiler 2,angels-electric-boiler-2,item
Electric boiler 3,angels-electric-boiler-3,item
Cooling tower,cooling-tower,item
Crushed coal,coal-crushed,item
Coke,solid-coke,item
Carbon,solid-carbon,item
Coke pellet,pellet-coke,item
Enriched fuel block,enriched-fuel,item
Rocket oxidizer capsule,rocket-oxidizer-capsule,item
Rocket fuel capsule,rocket-fuel-capsule,item
Rocket booster,rocket-booster,item
Plutonium nuclear fuel,angels-nuclear-fuel,item
Fusion nuclear fuel,angels-nuclear-fuel-2,item
Sodium,solid-sodium,item
Sodium carbonate,solid-sodium-carbonate,item
Sodium cyanide,solid-sodium-cyanide,item
Sodium nitrate,solid-sodium-nitrate,item
Sodium cobaltate,sodium-cobaltate,item
Sodium hydroxide,solid-sodium-hydroxide,item
Sodium sulfate,solid-sodium-sulfate,item
Sodium hypochlorite,solid-sodium-hypochlorite,item
Sodium chlorate,solid-sodium-chlorate,item
Sodium perchlorate,solid-sodium-perchlorate,item
Ammonium nitrate,solid-ammonium-nitrate,item
Ammonium perchlorate,solid-ammonium-perchlorate,item
Fluorite ore,fluorite-ore,item
Calcium sulfate,solid-calcium-sulfate,item
Calcium chloride,solid-calcium-chloride,item
Oil residuals,solid-oil-residual,item
Resin,resin,item
Resin,solid-resin,item
Rubber,solid-rubber,item
Rubber,rubber,item
Insulated wire,insulated-cable,item
Electrolyser electrode,angels-electrode,item
Used electrolyser electrode,angels-electrode-used,item
Porous lime filter,filter-lime,item
Used lime filter,filter-lime-used,item
Metal-catalyst carrier,catalyst-metal-carrier,item
Red metal catalyst,catalyst-metal-red,item
Green metal catalyst,catalyst-metal-green,item
Blue metal catalyst,catalyst-metal-blue,item
Yellow metal catalyst,catalyst-metal-yellow,item
Distillery,bob-distillery,item
Distillery 2,bob-distillery-2,item
Distillery 3,bob-distillery-3,item
Distillery 4,bob-distillery-4,item
Distillery 5,bob-distillery-5,item
Electrolyser,electrolyser,item
Electrolyser 2,electrolyser-2,item
Electrolyser 3,electrolyser-3,item
Electrolyser 4,electrolyser-4,item
Electrolyser 5,electrolyser-5,item
Electrolyser 1,angels-electrolyser,item
Electrolyser 2,angels-electrolyser-2,item
Electrolyser 3,angels-electrolyser-3,item
Electrolyser 4,angels-electrolyser-4,item
Air filter 1,angels-air-filter,item
Air filter 2,angels-air-filter-2,item
Liquefier 1,liquifier,item
Liquefier 2,liquifier-2,item
Liquefier 3,liquifier-3,item
Liquefier 4,liquifier-4,item
Chemical plant,chemical-plant,item
Chemical plant 2,chemical-plant-2,item
Chemical plant 3,chemical-plant-3,item
Chemical plant 4,chemical-plant-4,item
Chemical plant 1,angels-chemical-plant,item
Chemical plant 2,angels-chemical-plant-2,item
Chemical plant 3,angels-chemical-plant-3,item
Chemical plant 4,angels-chemical-plant-4,item
Advanced chemical plant 1,advanced-chemical-plant,item
Advanced chemical plant 2,advanced-chemical-plant-2,item
Gas refinery 1,gas-refinery-small,item
Gas refinery 2,gas-refinery-small-2,item
Gas refinery 3,gas-refinery-small-3,item
Gas refinery 4,gas-refinery-small-4,item
Advanced gas refinery 1,gas-refinery,item
Advanced gas refinery 2,gas-refinery-2,item
Advanced gas refinery 3,gas-refinery-3,item
Advanced gas refinery 4,gas-refinery-4,item
Oil & gas separator 1,separator,item
Oil & gas separator 2,separator-2,item
Oil & gas separator 3,separator-3,item
Oil & gas separator 4,separator-4,item
Oil refinery,oil-refinery,item
Oil refinery 2,oil-refinery-2,item
Oil refinery 3,oil-refinery-3,item
Oil refinery 4,oil-refinery-4,item
Steam cracker 1,steam-cracker,item
Steam cracker 2,steam-cracker-2,item
Steam cracker 3,steam-cracker-3,item
Steam cracker 4,steam-cracker-4,item
Flare stack,angels-flare-stack,item
Valve,bob-valve,item
Inspector valve,valve-inspector,item
Overflow valve,bob-overflow-valve,item
Non-return valve,valve-return,item
Top up valve,bob-topup-valve,item
Overflow valve,valve-overflow,item
Top-up valve,valve-underflow,item
Converter valve,valve-converter,item
Pump 2,bob-pump-2,item
Pump 3,bob-pump-3,item
Pump 4,bob-pump-4,item
Barreling pump,barreling-pump,item
Empty canister,empty-canister,item
Empty bottle,gas-canister,item
Small inline storage tank,bob-small-inline-storage-tank,item
Small storage tank,bob-small-storage-tank,item
Storage tank all corners,bob-storage-tank-all-corners,item
Storage tank 2,storage-tank-2,item
Storage tank 2 all corners,bob-storage-tank-all-corners-2,item
Storage tank 3,storage-tank-3,item
Storage tank 3 all corners,bob-storage-tank-all-corners-3,item
Storage tank 4,storage-tank-4,item
Storage tank 4 all corners,bob-storage-tank-all-corners-4,item
Petrochem small inline tank,angels-storage-tank-3,item
Petrochem oil tank,angels-storage-tank-2,item
Petrochem gas tank,angels-storage-tank-1,item
Jax 35 pressure tank,angels-pressure-tank-1,item
Alien flame fluid barrel,ammoniated-brine-barrel,item
Alien flame fluid barrel,brine-barrel,item
Bottled Artificial puffer atmosphere,ammonia-barrel,item
Bottled Artificial puffer atmosphere,carbon-dioxide-barrel,item
Alien flame fluid barrel,dinitrogen-tetroxide-barrel,item
Alien flame fluid barrel,glycerol-barrel,item
Alien flame fluid barrel,hydrazine-barrel,item
Alien flame fluid barrel,hydrogen-peroxide-barrel,item
Bottled Artificial puffer atmosphere,nitric-oxide-barrel,item
Alien flame fluid barrel,nitroglycerin-barrel,item
Alien acid fluid canister,sulfuric-nitric-acid-barrel,item
Alien flame fluid barrel,angels-ore8-sludge-barrel,item
Alien flame fluid barrel,angels-ore8-solution-barrel,item
Alien flame fluid barrel,angels-ore8-anode-sludge-barrel,item
Alien flame fluid barrel,angels-ore8-slime-barrel,item
Alien acid fluid canister,liquid-ferric-chloride-solution-barrel,item
Alien flame fluid barrel,angels-ore9-sludge-barrel,item
Alien flame fluid barrel,angels-ore9-solution-barrel,item
Alien flame fluid barrel,angels-ore9-anode-sludge-barrel,item
Alien flame fluid barrel,angels-ore9-slime-barrel,item
Alien acid fluid canister,liquid-cupric-chloride-solution-barrel,item
Alien flame fluid barrel,thermal-water-barrel,item
Alien flame fluid barrel,slag-slurry-barrel,item
Alien flame fluid barrel,mineral-sludge-barrel,item
Alien flame fluid barrel,crystal-slurry-barrel,item
Alien flame fluid barrel,crystal-seedling-barrel,item
Alien flame fluid barrel,crystal-matrix-barrel,item
Alien acid fluid canister,liquid-chlorauric-acid-barrel,item
Alien acid fluid canister,liquid-hexafluorosilicic-acid-barrel,item
Alien acid fluid canister,liquid-hexachloroplatinic-acid-barrel,item
Alien flame fluid barrel,liquid-trichlorosilane-barrel,item
Bottled Artificial puffer atmosphere,gas-silane-barrel,item
Alien flame fluid barrel,liquid-titanium-tetrachloride-barrel,item
Alien acid fluid canister,liquid-tungstic-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-tungsten-hexafluoride-barrel,item
Alien flame fluid barrel,liquid-water-semiheavy-1-barrel,item
Alien flame fluid barrel,liquid-water-semiheavy-2-barrel,item
Alien flame fluid barrel,liquid-water-semiheavy-3-barrel,item
Alien flame fluid barrel,liquid-water-heavy-barrel,item
Alien flame fluid barrel,water-barrel,item
Alien flame fluid barrel,water-purified-barrel,item
Alien flame fluid barrel,water-saline-barrel,item
Alien flame fluid barrel,water-mineralized-barrel,item
Alien flame fluid barrel,lithia-water-barrel,item
Alien flame fluid barrel,liquid-coolant-barrel,item
Alien flame fluid barrel,water-yellow-waste-barrel,item
Alien flame fluid barrel,water-greenyellow-waste-barrel,item
Alien flame fluid barrel,water-green-waste-barrel,item
Alien flame fluid barrel,water-red-waste-barrel,item
Alien flame fluid barrel,water-viscous-mud-barrel,item
Alien flame fluid barrel,water-heavy-mud-barrel,item
Alien flame fluid barrel,water-concentrated-mud-barrel,item
Alien flame fluid barrel,water-light-mud-barrel,item
Alien flame fluid barrel,water-thin-mud-barrel,item
Bottled Artificial puffer atmosphere,gas-compressed-air-barrel,item
Bottled Artificial puffer atmosphere,gas-oxygen-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrogen-peroxide-barrel,item
Bottled Artificial puffer atmosphere,gas-carbon-monoxide-barrel,item
Bottled Artificial puffer atmosphere,gas-carbon-dioxide-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrogen-barrel,item
Bottled Artificial puffer atmosphere,gas-deuterium-barrel,item
Bottled Artificial puffer atmosphere,gas-chlorine-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrogen-chloride-barrel,item
Alien acid fluid canister,liquid-hydrochloric-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-allylchlorid-barrel,item
Bottled Artificial puffer atmosphere,gas-epichlorhydrin-barrel,item
Bottled Artificial puffer atmosphere,gas-chlor-methane-barrel,item
Alien acid fluid canister,liquid-perchloric-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-phosgene-barrel,item
Alien flame fluid barrel,liquid-aqueous-sodium-hydroxide-barrel,item
Bottled Artificial puffer atmosphere,gas-nitrogen-barrel,item
Bottled Artificial puffer atmosphere,gas-ammonia-barrel,item
Bottled Artificial puffer atmosphere,gas-nitrogen-monoxide-barrel,item
Bottled Artificial puffer atmosphere,gas-nitrogen-dioxide-barrel,item
Bottled Artificial puffer atmosphere,gas-dinitrogen-tetroxide-barrel,item
Bottled Artificial puffer atmosphere,gas-ammonium-chloride-barrel,item
Bottled Artificial puffer atmosphere,gas-urea-barrel,item
Bottled Artificial puffer atmosphere,gas-melamine-barrel,item
Alien acid fluid canister,liquid-nitric-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-monochloramine-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrazine-barrel,item
Bottled Artificial puffer atmosphere,gas-methylamine-barrel,item
Bottled Artificial puffer atmosphere,gas-dimethylamine-barrel,item
Bottled Artificial puffer atmosphere,gas-dimethylhydrazine-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrogen-sulfide-barrel,item
Bottled Artificial puffer atmosphere,gas-sulfur-dioxide-barrel,item
Alien acid fluid canister,liquid-sulfuric-acid-barrel,item
Alien acid fluid canister,sulfuric-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-hydrogen-fluoride-barrel,item
Alien acid fluid canister,liquid-hydrofluoric-acid-barrel,item
Bottled Artificial puffer atmosphere,gas-natural-1-barrel,item
Bottled Artificial puffer atmosphere,gas-raw-1-barrel,item
Alien flame fluid barrel,liquid-ngl-barrel,item
Alien flame fluid barrel,liquid-multi-phase-oil-barrel,item
Alien flame fluid barrel,crude-oil-barrel,item
Alien flame fluid barrel,liquid-condensates-barrel,item
Bottled Artificial puffer atmosphere,gas-residual-barrel,item
Bottled Artificial puffer atmosphere,petroleum-gas-barrel,item
Bottled Artificial puffer atmosphere,gas-methane-barrel,item
Bottled Artificial puffer atmosphere,gas-ethane-barrel,item
Bottled Artificial puffer atmosphere,gas-butane-barrel,item
Bottled Artificial puffer atmosphere,gas-propene-barrel,item
Bottled Artificial puffer atmosphere,gas-methanol-barrel,item
Bottled Artificial puffer atmosphere,gas-ethylene-barrel,item
Bottled Artificial puffer atmosphere,gas-benzene-barrel,item
Alien flame fluid barrel,liquid-fuel-oil-barrel,item
Alien flame fluid barrel,light-oil-barrel,item
Alien acid fluid canister,liquid-fuel-barrel,item
Alien flame fluid barrel,liquid-naphtha-barrel,item
Alien flame fluid barrel,liquid-mineral-oil-barrel,item
Alien flame fluid barrel,lubricant-barrel,item
Bottled Artificial puffer atmosphere,gas-synthesis-barrel,item
Alien flame fluid barrel,heavy-oil-barrel,item
Alien flame fluid barrel,liquid-toluene-barrel,item
Bottled Artificial puffer atmosphere,gas-butadiene-barrel,item
Alien flame fluid barrel,liquid-phenol-barrel,item
Alien flame fluid barrel,liquid-ethylbenzene-barrel,item
Alien flame fluid barrel,liquid-styrene-barrel,item
Bottled Artificial puffer atmosphere,gas-formaldehyde-barrel,item
Alien flame fluid barrel,liquid-polyethylene-barrel,item
Alien flame fluid barrel,liquid-glycerol-barrel,item
Alien flame fluid barrel,liquid-bisphenol-a-barrel,item
Bottled Artificial puffer atmosphere,gas-acetone-barrel,item
Bottled Artificial puffer atmosphere,gas-ethylene-oxide-barrel,item
Alien flame fluid barrel,liquid-ethylene-carbonate-barrel,item
Alien flame fluid barrel,liquid-plastic-barrel,item
Alien flame fluid barrel,liquid-resin-barrel,item
Alien flame fluid barrel,liquid-rubber-barrel,item
Alien acid fluid canister,ferric-chloride-solution-barrel,item
Alien acid fluid canister,tungstic-acid-barrel,item
Alien flame fluid barrel,heavy-water-barrel,item
Alien flame fluid barrel,pure-water-barrel,item
Bottled Artificial puffer atmosphere,oxygen-barrel,item
Bottled Artificial puffer atmosphere,hydrogen-barrel,item
Bottled Artificial puffer atmosphere,deuterium-barrel,item
Bottled Artificial puffer atmosphere,chlorine-barrel,item
Bottled Artificial puffer atmosphere,hydrogen-chloride-barrel,item
Bottled Artificial puffer atmosphere,nitrogen-barrel,item
Bottled Artificial puffer atmosphere,nitrogen-dioxide-barrel,item
Alien acid fluid canister,nitric-acid-barrel,item
Bottled Artificial puffer atmosphere,hydrogen-sulfide-barrel,item
Bottled Artificial puffer atmosphere,sulfur-dioxide-barrel,item
Alien flame fluid barrel,liquid-pulping-liquor-barrel,item
Alien flame fluid barrel,liquid-brown-liquor-barrel,item
Alien flame fluid barrel,liquid-white-liquor-barrel,item
Alien flame fluid barrel,liquid-black-liquor-barrel,item
Alien flame fluid barrel,liquid-green-liquor-barrel,item
Alien flame fluid barrel,liquid-nutrient-pulp-barrel,item
Alien flame fluid barrel,liquid-raw-vegetable-oil-barrel,item
Alien flame fluid barrel,liquid-vegetable-oil-barrel,item
Alien flame fluid barrel,liquid-fermentation-raw-barrel,item
Alien acid fluid canister,liquid-acetic-acid-barrel,item
Alien flame fluid barrel,liquid-acetic-anhydride-barrel,item
Bottled Artificial puffer atmosphere,gas-ethanol-barrel,item
Alien flame fluid barrel,liquid-cellulose-acetate-mixture-barrel,item
Alien flame fluid barrel,liquid-cellulose-acetate-barrel,item
Alien acid fluid canister,liquid-propionic-acid-barrel,item
Alien flame fluid barrel,liquid-fish-atmosphere-barrel,item
Alien flame fluid barrel,liquid-polluted-fish-atmosphere-barrel,item
Alien flame fluid barrel,liquid-raw-fish-oil-barrel,item
Alien flame fluid barrel,liquid-fish-oil-barrel,item
Bottled Artificial puffer atmosphere,gas-puffer-atmosphere-barrel,item
Alien flame fluid barrel,alien-spores-barrel,item
Alien flame fluid barrel,alien-goo-barrel,item
Alien acid fluid canister,alien-acid-barrel,item
Alien flame fluid barrel,alien-explosive-barrel,item
Alien flame fluid barrel,alien-poison-barrel,item
Alien flame fluid barrel,alien-fire-barrel,item
Green algae,algae-green,item
Cellulose paste,paste-cellulose,item
Brown algae,algae-brown,item
Alginic acid,solid-alginic-acid,item
Red algae,algae-red,item
Red cellulose fiber,red-cellulose-fiber,item
Calcium carbonate,solid-calcium-carbonate,item
Blue algae,algae-blue,item
Blue cellulose fiber,blue-cellulose-fiber,item
Cellulose fiber,cellulose-fiber,item
Wood pellets,wood-pellets,item
Wood bricks,wood-bricks,item
Charcoal,wood-charcoal,item
Soil,solid-soil,item
Compost,solid-compost,item
Fertilizer,solid-fertilizer,item
Alienated fertilizer,solid-alienated-fertilizer,item
Timborer's saw blade,solid-saw,item
Crystal-tipped saw blade,solid-crystal-tipped-saw,item
Crystal saw blade,solid-crystal-full-saw,item
Tree seed,tree-seed,item
Temperate tree seed,tree-temperate-seed,item
Swamp tree seed,tree-swamp-seed,item
Desert tree seed,tree-desert-seed,item
Tree,solid-tree,item
Temperate tree,temperate-tree,item
Swamp tree,swamp-tree,item
Desert tree,desert-tree,item
Seedling,seedling,item
Raw bio-resin,bio-resin,item
Raw bio-plastic,bio-plastic,item
Raw bio-rubber,bio-rubber,item
Cellulose pulp,solid-wood-pulp,item
Paper,solid-paper,item
Algae farm 1,algae-farm,item
Algae farm 2,algae-farm-2,item
Algae farm 3,algae-farm-3,item
Algae farm 4,algae-farm-4,item
Temperate tree seed generator,bio-generator-temperate-1,item
Swamp tree seed generator,bio-generator-swamp-1,item
Desert tree seed generator,bio-generator-desert-1,item
Arboretum,bio-arboretum-1,item
Greenhouse,bob-greenhouse,item
Puffer nest,puffer-nest,item
Temperate garden,temperate-garden,item
Swamp garden,swamp-garden,item
Desert garden,desert-garden,item
Alien plant-life sample,token-bio,tool
Wheaton seed,temperate-1-seed,item
Tianaton seed,temperate-2-seed,item
Okarinome seed,temperate-3-seed,item
Quillnoa seed,temperate-4-seed,item
Kendallion seed,temperate-5-seed,item
Dormant okarinome seed,temperate-3-seed-dormant,item
Dormant quillnoa seed,temperate-4-seed-dormant,item
Dormant kendallion seed,temperate-5-seed-dormant,item
Wheaton,temperate-1,item
Tianaton,temperate-2,item
Okarinome,temperate-3,item
Quillnoa,temperate-4,item
Kendallion,temperate-5,item
Elendilomone seed,swamp-1-seed,item
Zombieecalyptus seed,swamp-2-seed,item
Saundsrcress seed,swamp-3-seed,item
Nexeflax seed,swamp-4-seed,item
Mushredtato seed,swamp-5-seed,item
Dormant saundsrcress seed,swamp-3-seed-dormant,item
Dormant nexeflax seed,swamp-4-seed-dormant,item
Dormant mushredtato seed,swamp-5-seed-dormant,item
Elendilomone,swamp-1,item
Zombieecalyptus,swamp-2,item
Saundsrcress,swamp-3,item
Nexeflax,swamp-4,item
Mushredtato,swamp-5,item
Binafran seed,desert-1-seed,item
Primedeadelion seed,desert-2-seed,item
Nilaubergine seed,desert-3-seed,item
Zelosquash seed,desert-4-seed,item
Arumbiphila seed,desert-5-seed,item
Dormant nilaubergine seed,desert-3-seed-dormant,item
Dormant zelosquash seed,desert-4-seed-dormant,item
Dormant arumbiphila seed,desert-5-seed-dormant,item
Binafran,desert-1,item
Primedeadelion,desert-2,item
Nilaubergine,desert-3,item
Zelosquash,desert-4,item
Arumbiphila,desert-5,item
Beans,solid-beans,item
Corn,solid-corn,item
Leaves,solid-leafs,item
Nuts,solid-nuts,item
Pips,solid-pips,item
Fruits,solid-fruit,item
Temperate-environment kit,temperate-upgrade,item
Desert-environment kit,desert-upgrade,item
Swamp-environment kit,swamp-upgrade,item
Basic farm,crop-farm,item
Temperate-environment farm,temperate-farm,item
Swamp-environment farm,swamp-farm,item
Desert-environment farm,desert-farm,item
Seed extractor,seed-extractor,item
Composter,composter,item
Bioprocessor,bio-processor,item
Oil press,bio-press,item
Nutrient extractor,nutrient-extractor,item
Levac fish,alien-fish-1-raw,capsule
Dorflurp jellyfish,alien-fish-2-raw,capsule
Santa ray,alien-fish-3-raw,capsule
Raw meat,bio-raw-meat,item
Fish pulp,fish-pulp,item
Gaseous puffer,bio-puffer-1,item
Rancid puffer,bio-puffer-2,item
Blazing puffer,bio-puffer-3,item
Acidic puffer,bio-puffer-4,item
Corrosive puffer,bio-puffer-5,item
Gaseous puffer egg,bio-puffer-egg-1,item
Rancid puffer egg,bio-puffer-egg-2,item
Blazing puffer egg,bio-puffer-egg-3,item
Acidic puffer egg,bio-puffer-egg-4,item
Corrosive puffer egg,bio-puffer-egg-5,item
Puffer egg-shell remains,bio-puffer-egg-shell,item
Puffer egg-shell powder,bio-puffer-egg-shell-powder,item
AA hogger,bio-hogger-1,item
BB hogger,bio-hogger-2,item
CC hogger,bio-hogger-3,item
DD hogger,bio-hogger-4,item
EE hogger,bio-hogger-5,item
Small biter egg,biter-small-egg,item
Small biter,biter-small,item
Small biter queen,biter-queen-small,item
Medium biter egg,biter-medium-egg,item
Medium biter,biter-medium,item
Medium biter queen,biter-queen-medium,item
Big biter egg,biter-big-egg,item
Big biter,biter-big,item
Big biter queen,biter-queen-big,item
Alien bacteria,alien-bacteria,item
Alien-processed meat,bio-alien-processed-meat,item
Petri dish,petri-dish,item
Petri dish with growth medium,substrate-dish,item
Inoculated Petri dish,seeded-dish,item
Crystal seed,crystal-seed,item
Egg shell seed,egg-shell-seed,item
Crystal enhancer,crystal-enhancer,item
Cobalt paste,paste-cobalt,item
Copper paste,paste-copper,item
Gold paste,paste-gold,item
Iron paste,paste-iron,item
Silver paste,paste-silver,item
Titanium paste,paste-titanium,item
Tungsten paste,paste-tungsten,item
Zinc paste,paste-zinc,item
Red alien pre-artifact,alien-pre-artifact-red,item
Yellow alien pre-artifact,alien-pre-artifact-yellow,item
Orange alien pre-artifact,alien-pre-artifact-orange,item
Blue alien pre-artifact,alien-pre-artifact-blue,item
Purple alien pre-artifact,alien-pre-artifact-purple,item
Green alien pre-artifact,alien-pre-artifact-green,item
Alien pre-artifact,alien-pre-artifact-base,item
Small red alien artifact,small-alien-artifact-red,item
Small yellow alien artifact,small-alien-artifact-yellow,item
Small orange alien artifact,small-alien-artifact-orange,item
Small blue alien artifact,small-alien-artifact-blue,item
Small purple alien artifact,small-alien-artifact-purple,item
Small green alien artifact,small-alien-artifact-green,item
Small alien artifact,small-alien-artifact,item
Red alien artifact,alien-artifact-red,item
Yellow alien artifact,alien-artifact-yellow,item
Orange alien artifact,alien-artifact-orange,item
Blue alien artifact,alien-artifact-blue,item
Purple alien artifact,alien-artifact-purple,item
Green alien artifact,alien-artifact-green,item
Alien artifact,alien-artifact,item
Blue alien alloy,alien-blue-alloy,item
Orange alien alloy,alien-orange-alloy,item
Fish tank,bio-refugium-fish,item
Butchery,bio-butchery,item
Hatchery,bio-hatchery,item
Puffer refugium,bio-refugium-puffer,item
Biter refugium,bio-refugium-biter,item
Hogger refugium,bio-refugium-hogger,item
Lithium-ion battery,lithium-ion-battery,item
Silver zinc battery,silver-zinc-battery,item
Heat shielding tile,heat-shield-tile,item
Radio Thermoelectric Generator,rtg,item
Steel gear wheel,steel-gear-wheel,item
Brass gear wheel,brass-gear-wheel,item
Cobalt steel gear wheel,cobalt-steel-gear-wheel,item
Titanium gear wheel,titanium-gear-wheel,item
Tungsten gear wheel,tungsten-gear-wheel,item
