id,name,description,price,category
vxspecialblend,VX Special Blend,"One of the rarest known alcohols. It's good stuff.
+20% Poison, Radiation, Shadow, Cosmic Res, +50 EP, Frost Immunity, 35% Slow (2m)
Hammered (4m)",3500,drink
applecider,Hard Apple Cider,"A bottle of apple cider!
+3 Defense (45s)
35% Slow , Drunk (1m)",500,drink
mantizanwine,Mantizan Wine,"The rarest and most highly-esteemed wine in the known universe
+8 Defense, +15% All Res (1m)",25000,drink
meadbottle,Meadbee Mead,"A jug of sweet meadbee mead!
+3 Defense (45s)
35% Slow, Drunk (1m)",830,drink
miracleambrosia,Miracle Ambrosia,"A miraculous ambrosia.
Fully restores Health and Energy, as well as filling your belly and making you drunk.",22500,drink
perry,Perry,"A bottle of sweet perry!
+3 Defense (45s)
35% Slow, Drunk (1m)",500,drink
perrybottle,Poire,"Jeroboam of sweet perry!
+10 Defense (45s)
35% Slow, Drunk (1m)",2300,drink
premiumcyanider,Premium Cyanider,"Cyanider for the knowledgeable!
+10 Defense (45s)
35% Slow, Drunk (1m)",1000,drink
pukacolaquantum,Puka-Cola,"Ingesting this seems distinctly unwise. But screw it! DOWN THE HATCH!
Frost Burn (5s)
Insane(2m)
+8 Defense, +15% All Res (1m)",50,drink
soulleafspritz,Soulleaf Spritz,"A strange, ethereal brew. Perfect for an out of body experience.
Ethereal and Drunk for 30s.",18000,drink
americancoffee,Blonde Coffee,"A less potent, commercial-grade coffee.
Weakly Caffeinated (1m)",15,drink
chunkymeatcoffee,Chunky Meat Coffee,"Please don't.
+15% Run (1m)
Caffeinated (1m)
+1 Madness",14,drink
espresso,Espresso,"A rich and potent caffeinated blend.
Strongly Caffeinated (2m)",13,drink
filteredcoffee,Cafe Au Lait,"Coffee and hot milk.
+15% Run (1m)
Caffeinated (1m)",12,drink
pitchblack,Dark Roast Coffee,"Concentrated coffee. Dense and very strong, as dark as tar but much more palatable.
+25% Run (1m)
Extremely Caffeinated (2m)",11,drink
agedrum,Aged Rum,"Yo-ho-ho and a bottle of rum!
35% Slow , Drunk (1m)",2500,drink
amberrum,Amber Rum,"Yo-ho-ho and a bottle of rum!
35% Slow , Drunk (1m)",2000,drink
ambrosia,Ambrosia,"The drink of the Gods.
+70% HP, Drunk, Heal 125 (1m)",5030,drink
darkrum,Dark Rum,"Yo-ho-ho and a bottle of rum!
35% Slow , Drunk (1m)",4000,drink
whiterum,White Rum,"Yo-ho-ho and a bottle of rum!
35% Slow , Drunk (1m)",1500,drink
apejuice,Ape Juice,"It looks like a clever play on words. It isn't. It's Apex blood.
+30% Rage (30s) Type: Raw Meat",100,drink
codezerches,Code Zerchesium,"A lesser-known brand of Mountain Dew. Still tastes like crap. Frost Immunity, +20% Ice Res (30s)",100,drink
corvexdrink,Corvexxor,"Corvex as a beverage. Likely quite unsafe.
+20% Cosmic Res (30s)",100,drink
crystalcola,Crystalline Cola,"Liquid crystal soda. For the discerning X'i.
+2% Crit Chance, 13m20s Breathing Time (40s)",100,drink
fuaetherade,Cosmitea,"A refreshing can of liquid aether.
+20% EP, Swim Boost (Cola), +20% Cosmic Res (1m)",100,drink
fuaetherade2,Aether Soda,"A refreshing can of liquid aether.
+20% EP, Swim Boost (Cola), +20% Cosmic Res (2m)",200,drink
fuaetherade3,Aetherade,"A refreshing can of liquid aether.
+20% EP, Swim Boost (Cola), +30% Cosmic Res (2m)",300,drink
fuaetherade4,Cosmic Cola,"A refreshing can of liquid aether.
+20% EP, Swim Boost (Cola), +30% Cosmic Res (5m)",400,drink
slamrockshake,Slamrock Shake,"Liquid rock and...carbonation? Okay...
+20% Radiation Res (1m)",100,drink
appleschnapps,Apple Schnapps,"A bottle of apple flavored schnapps!
35% Slow , Drunk (1m)",1100,drink
bananaschnapps,Banana Schnapps,"A bottle of banana flavored schnapps!
35% Slow , Drunk (1m)",1750,drink
blisterwhiskey,Blister Whiskey,"Lumpy, slimey, and glowy.
Glow (200s)
Drunk (1m)",675,drink
bloodbrandy,Blood Brandy,"Red honey and booze combine with a little blood. Super tasty!
Drunk (1m)
Heal 25% HP (15s)",3000,drink
cherryschnapps,Cherry Schnapps,"A bottle of cherry flavored schnapps!
35% Slow , Drunk (1m)",1100,drink
cinnamonschnapps,Cinnamon Schnapps,"A bottle of cinnamon-infused schnapps!
35% Slow , Drunk (1m)",1300,drink
scumslim,Scumslim,"Looks pretty toxic, but it tastes surprisingly great.
Drunk, +30% Poison Res (1m)",3500,drink
deathvodka,Doom Vodka,"A booze that increases shadow resistance.
Drunk, +30% Shadow Res (1m)",1800,drink
grapeschnapps,Grape Schnapps,"A bottle of grape flavored schnapps!
35% Slow , Drunk (1m)",1750,drink
gygaxjuice,Gygaxian Shadow Juice,"Well...it's alcohol. For sure. It might be safe to drink.
Drunk, +30% Shadow Res (1m)",2700,drink
iceglobespirit,Ice Spirits,"A chilling drink. Har har.
Drunk, +20% Ice Res (1m)",1500,drink
lavawhiskey,Magma Whiskey,"Is this wise to ingest? It appears to be extremely hot.
Burning (20s)
Melting (3s)
Drunk, +30% Physical Res (1m)",1300,drink
peachschnapps,Peach Schnapps,"A bottle of peach flavored schnapps!
35% Slow , Drunk (1m)",1000,drink
shadowspirits,Shadow Spirits,"Delicious spirits infused with raw chaos. And you're going to drink it.
Shadow Taint Immunity, Drunk (1m)",1600,drink
spirits,Rectified Spirits,"A bottle of fruit-infused rectified spirits!
35% Slow , Drunk (10s)",750,drink
timewinderschnapps,Timewinder Schnapps,"A bottle of...time...flavored schnapps? The best drink that never happened!
Temporal Loop (5s)",1750,drink
aegisaltdye,Aegisalt Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
aliendye,Alien Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
amephiumdye,Amephium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
apalitedye,Apalite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
azurockdye,Azure Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
biodye,Biowaste Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
bloodstonedye,Bloodstone Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
brassdye,Brass Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
brickdye,Brick Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
coalblackdye,Coal Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
copperdye,Copper Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
densiniumdye,Densinium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
durasteeldye,Durasteel Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
duskilinedye,Duskiline Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
emeradye,Emera Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
emeritedye,Emerite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
exonitedye,Exonite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
feroziumdye,Ferozium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
feyadye,Feya Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
fu_blackdye,Enhanced Black Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_bluedye,Enhanced Blue Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_browndye,Enhanced Brown Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_greendye,Enhanced Green Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_greydye,Enhanced Grey Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_orangedye,Enhanced Orange Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_pinkdye,Enhanced Pink Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_purpledye,Enhanced Purple Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_reddye,Enhanced Red Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_whitedye,Enhanced White Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
fu_yellowdye,Enhanced Yellow Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click. Can dye more armour then the normal version.,25,clothingDye
golddye,Gold Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
goldinedye,Goldine Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
honeydye,Honeysuckle Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
hotmetaldye,Hot Metal Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
irondye,Iron Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
jellydye,Jelly Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
kespardye,Kespar Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
koanitedye,Koanite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
metaldye,Metal Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
nhydridye,Nhydri Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
oceanitedye,Oceanite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
onyxdye,Onyx Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
opuldye,Opul Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
paperdye,Paper Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
pearlstardye,Pearl Star Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
phositedye,Phosite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
plantdye,Plant Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
platinumdye,Platinum Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
plutoniumdye,Plutonium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
rasilinedye,Rasiline Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
rekitedye,Rekite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
rukardye,Rukar Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
sahkitedye,Sahkite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
seaweeddye,Seaweed Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
silverdye,Silver Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
sivitedye,Sivite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
solariumdye,Solarium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
synthdye,Synth Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
tealdye,Teal Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
thanatitedye,Thanatite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
tokanitedye,Tokanite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
tungstendye,Tungsten Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
upilitedye,Upilite Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
uraniumdye,Uranium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
violiumdye,Violium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
woodbrowndye,Wood Brown Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
zerchesiumdye,Zerchesium Dye,This coloured dye can be applied to a piece of armour or clothing with a right-click.,25,clothingDye
berrymeat,Berrymeat,"The combination of a poisonous berry and a frozen steak ends up with a surprisingly tasty meal!
Heal 30 (2s) Type: Cooked Meat Type: Cooked Meat + Vegetables",25,preparedFood
coldmarrowpanini,Coldmarrow Panini,"A frozen meat and Boneboo sandwich, cooked to perfection - then served cold.
Heal 20 (2s) Type: Cooked Meat",25,preparedFood
applecinnamonpie,Apple Cinnamon Pie,"An old Protectorate favorite dessert! Just like mom used to make. 
+10%Energy +10%HP Food Type: Fruit",60,preparedFood
avikanmeal,Kadavan Meal,"A traditional Kadavan meal, a warrior's favourite.
+20% HP & EP (210s)
+20% Rage (60s) Type: Cooked Meat + Vegetables",220,preparedFood
awfuloffalsmoothie,Awful Offal Smoothie,"Blended rotten food. The greatest invention of Dupont Dewpawnt. 
-5% Health  +2 Madness; 15s Poison Food Type:  Cooked Meat",60,preparedFood
bananapudding,Banana Pudding,"Sweet, creamy and delicious.
+10% Crit Chance(1m) Type: Fruit",125,preparedFood
bigbreakfast,Big Breakfast,"A full breakfast plate of cinnamon apple pancakes; the best way to start the day! 
+20% Energy +10% HP Food Type: Cooked Meat & Plants",75,preparedFood
blam,Blam,"'Blam', short for Butchered Lambian, a now extinct Floran favorite.
+10% Fire Res, Fire Immunity (2m) Type: Cooked Meat",35,preparedFood
bloodyboogerbread,Bloody Boogerbread,"Whose twisted idea was this?! Revolting! 
-15% HP Food Type: Any",35,preparedFood
bloodycorpsewaffles,Bloody Corpse Waffles,"Clearly the breakfast of choice for a growing child.
+10% HP (45s)
+1 Madness Type: Cooked Meat.",35,preparedFood
bluecheese,Blue Cheese,"Let's just say it was always blue.
Glow 300s Food Type: Herbivore",25,preparedFood
bluejelly,Bluelotl Jelly,"Gelatin flavored with Hylotl blood.
+10% Poison Res, Poisoned Immunity (2m)",235,preparedFood
bolbohnjam,Bolbohn Jam,"A good way to make something nasty even nastier.
+20% EP (225s)",120,preparedFood
boogerbread,Boogerbread,"What IS this disgusting creation?! 
-5% HP Food Type: Any",10,preparedFood
bowelchocolate,Bowel Chocolate,"At least it's sweetened... 
Poison (60s) HP Food Type: Eww...",45,preparedFood
bowlofbrains,Bowl o' Brains,"Looks like a nice, wholesome bowl of mashed brains matter. 
+1 Madness Type: Raw Meat",42,preparedFood
butteronastick,Butter on a Stick,"I can guarantee this is not healthy.
+10% Ice Res, Frost Immunity (2m)",35,preparedFood
caramelsoggypaper,Caramelized Soggy Paper,"Way more delicious than it has any right to be.
+20% EP (125s)",20,preparedFood
cattlefeed4,Ultra Feed,"Astounding cattle feed. Not for sapient ingestion. You'll get sick.
-5% HP, Poisoned (1m)",16,preparedFood
cherrycrumble,Cherry Crumble,A wonderfully tasty desert. Type: Fruit,15,preparedFood
cherryjam,Cherry Jam,Super sweet. Great on toast. Type: Fruit,15,preparedFood
cherrypie,Cherry Pie,"Puts a smile on your face, 10 miles wide. Type: Fruit",15,preparedFood
cherryporridge,Cherry Porridge,"Thick, with whole cherries to accent the flavor. Type: Herbivore",8,preparedFood
chocodonut,Chocolate Donut,"Delicious donut.
Type: Fruity Dessert",5,preparedFood
chocolateyumyum,Chocolate Yum Yum,A cream-filled moon cake.,12,preparedFood
fuchurros,Churros,"Fried dough coated in sugar and cinnamon; a festival favorite. 
+12% Energy Food Type: Herbivore",10,preparedFood
cinnamonchallenge,The Cinnamon Challenge,"Can YOU endure the challenge? 
Burning 30s Food Type: Any",25,preparedFood
cinnamonoatmeal,Cinnamon Oatmeal,"A breakfast favorite among humans. Great with a side of milk. 
+12% Energy  Food Type: Herbivore",35,preparedFood
cinnamonroll,Cinnamon Roll,"A confectionary made of cinnamon, sugar, and dough. 
Food Type: Herb Dessert",35,preparedFood
cinnamonsugarcups,Cinnamon Sugar Cups,"Good with a cup of coffee! 
+15% HP Food Type: Herb Dessert",35,preparedFood
cinnamonswirlbread,Cinnamon Swirl Bread,"Add butter or jelly for a sweet cinnamon treat! 
+10% HP Food Type: Herb Dessert",25,preparedFood
corpsecandy,Corpse Candy,"Dried and sweetened...um...corpses. Delicious.
+12% HP (1m) Type: Raw Meat",35,preparedFood
cthushi,Cthushi,"Mad not to use soy sauce... 
+1 Madness Food Type: Meat and Plant;",250,preparedFood
duncecookie,Dunce Cookie,"Eating these apparently makes you stupider than you already are.
+10% Shadow Res, Shadow Taint Immunity (2m)",35,preparedFood
eldurkey,Eldurkey,"A meal of Eldritch proportions. 
+20% HP +15% Energy + 3Madness Insanity 180s; Food Type: Cooked Meat",25,preparedFood
erchiusomlette,Erchius Omlette,"Not the kind of fuel you need... 
Glow 120s +40 Fuel Food Type:  Cooked Meat & Plant",75,preparedFood
fierycandy,Fiery Candy,"The cinnamon treat that gives you a sugar rush! 
+10% Energy +15% Movement Speed Food Type: Any",25,preparedFood
fualgaemeal,Compressed Algae,"This tastes !@#!$!%! disgusting.
-5% HP (1m)",20,food
fuburger,Burger,Meaty and delicious. Type: Cooked Meat + Vegetables,35,preparedFood
fuerithianalgaemeal,Compressed Erithian Algae,"Holy !@#!$!%!, I never thought it could get worse!
-15% HP (20s)",40,food
fulemonlobster,Lemony Lobster,"Butter, lemon, lobster, and joy. All in one. Type: Cooked Seafood",150,preparedFood
fulobster,Lobster,Raw aquatic horror. Type: Raw Seafood,100,preparedFood
fulobsterbisque,Lobster Bisque,"Sinfully delicious.
Type: Cooked Seafood",100,preparedFood
fulobstercooked,Cooked Lobster,Delicious aquatic horror. Type: Cooked Seafood,100,preparedFood
fulobsterpastetoast,Lobster Paste on Toast,"Because bread isn't bread without mashed crustacean on it.
+25% HP (3m) Type: Cooked Seafood",75,preparedFood
fupest,Pest,"A small mammalian pest. Edible, and nutritious. Type: Raw Meat",10,preparedFood
fupestcooked,Cooked Pest,Well-cooked rodent meat. Mm. Type: Cooked Meat,50,preparedFood
fusoggypaper,Edible Soggy Paper,"For some reason, I feel inclined to eat this.
+20% EP (125s)",20,preparedFood
fusushi,Sushi Platter,"Raw fish. Rice. Seaweed. Clearly meant to work together.
Powerful Swim (220s) Type: Cooked Seafood",161,preparedFood
fuwarmsoup,Warmed Organic Soup,"When scientists call it 'soup' they're being metaphorical, amino acids aren't food.
Regeneration (60s)
-10% HP (60s)
Type: Universal",0,preparedFood
fu_toast,Yeah Toast,"You know what they say, all toasters toast toast.
+25% HP (3m) Type: Herbivore",75,preparedFood
garflipp,Garflipp,"A brain leech primarily found on Nitrogen seas.
+2% HP (1m)
-20% Risk of Madness Effects",350,preparedFood
gnomeandveggiesandwich,Gnomewich,"One gnome was harmed in making this sandwich. 
+20% HP +20% Energy
+3 Madness Food Type: Meat and Plant",35,preparedFood
gorgecake,Gorge Cake,A 'cake' made from rendered fat and bonemeal. Type: Cooked Meat,300,preparedFood
grilledsneeze,Grilled Sneeze,"Disgusting to anything that isn't a floran.+10% Electric Res, Electrified Immunity (2m)",120,preparedFood
gutstoppers,Gutstoppers,"Which will last longer, you or them? 
+20% Energy Food Type: Robot",75,preparedFood
hobbyglue,Hobby Glue,"Welcome back to Kindergarten. 
Food Type: Universal",15,preparedFood
honeybread,Honey Bread,"Sweet bread baked with honey.
+20% HP (90s)
Heal 120 (90s) Type: Herbivore",75,preparedFood
honeynutboltos,Honey Nut Boltos,"Mmm, cereal.
+20% EP (3m)
Heal 120 (90s) Type: Robot",175,preparedFood
horchata,Horchata,"A type of milk made of rice, and seasoned with cinnamon. 
+10% HP +5% Energy",30,preparedFood
horkulsausage,Horkulbeast Sausage,"A rare meat with potent nutrients
+15% HP (125s) Type: Cooked Meat",255,preparedFood
ictea,I-C Tea,"I-C Tea; a rather eye-opening beverage.
Glow 300s +2 Madness",60,preparedFood
idiotsandwich,Idiot Sandwich,"IT'S FRACKIN RAW 
+Drunk 2m Food Type: Raw Meat",50,preparedFood
irradiumroll,Irradium Roll,"Not recommended for carbon-based lifeforms.
+10% HP (45s)",95,preparedFood
kadavanmeatjuice,Kadavan Meat Juice,"Prickly cactus juice blended with poorly cooked meat. What could go wrong?
+20% HP (150s)
+100% Physical Thorns (2m) Type: Cooked Meat + Vegetables",120,drink
latte,Latte,Nectar of the Gods.,100,drink
leadandjsandwich,Pb & J,"Don't eat this. Type: Robot
+1 Madness",55,preparedFood
licecream,Lice Cream,"Made from 100% lice.
+10% Poison Res (5m)",35,preparedFood
magicallunch,Magical Lunch,"You have no idea what is inside. This does not look magical.
-5% HP (1m)
+2 Madness",20,preparedFood
marrowsoup,Marrow Soup,"450% of your daily amount of calcium. 
+10% Physical Resist (300s) Food Type: Meat-based Soup? ",25,preparedFood
meatpickle,Meat Pickle,"The origin of this meat is not clear, but it sure -looks- familiar...
+10% HP (75s) Type: Cooked Meat",45,preparedFood
meatsmoothie,Meat Smoothie,This is exactly what it sounds like. Type: Raw Meat,100,drink
minthumbug,Mint Humbug,"A small treat used for after a meal. Esther has a lot of these. 
+8% Energy  Food Type:  Any",75,preparedFood
murdermeatmysterybox,Meaty Meal,"100% meat from anywhere the manufacturer could locate.
+10% Physical Res (5m) Type: Cooked Meat",75,preparedFood
nightmarefuel,Nightmare Fuel,"An ominous coffee-like substance for robotic consumers. 
+35% Energy Nightmare 180s+1 Madness Food Type: Robot",75,preparedFood
ocularoobleck,Ocular Oobleck,"A meaty, mysterious menagerie of eyes and oculemon. 
+10% Energy Poison 10s +1 Madness",35,preparedFood
oilstew,Oil Stew,Likely incredibly inedible for non-mechanicals. Type: Robot,100,preparedFood
orphanpaste,Orphan Paste,"Made from only the finest ingredients. A perfect food for Vegans! Can fuel ships (40) and mechs.
+10% HP (75s) Type: Raw Meat",405,drink
pancakes,Pancakes,A favorite in every galaxy. Type: Herbivore,6,preparedFood
plaguepestpancakes,Plague Pest Pancakes,"I've heard of bacon in pancakes, but pest? Eugh! 
-5% Health +2 Madness; 60s Poison",85,preparedFood
poutine,Poutine,"The most important survivor of Earth.
-35% Run, Jump (125s)",100,preparedFood
protopancakes,Proto Pancakes,"Looks toxically delicious.
Proto-Poison Immunity (5m)",300,preparedFood
putridpestpuree,Putrid Pest Puree,"A blended mixture of pest, larva, and pussplum. Guaranteed to flush your bowels. 
+12% HP  +2 Madness",75,preparedFood
pyreitecurry,Pyreite Curry,"About 672 degrees hot.
Icy Immunity , +20% Ice Res (5m)",300,preparedFood
rustchowder,Rusty Chowder,Jamed full of nutritious rust and iron. Type: Robot,100,preparedFood
sanityleech,Sanity Leech,"These leeches, placed in the ear, cure insanity and madness.
-5% HP (2m)
-80% Risk of Madness Effects",1305,preparedFood
sentientcookie,Sentient Cookie,"It won't stop begging for life, unless you eat it.
+Insanity and...? Food Type: Meat and Herbs ",60,preparedFood
severedheadplatter,Severed Head Platter,"It's literally just a rotting severed head. There is no platter.
-5% HP (1m)
+4 Madness Type: Raw Meat",1305,preparedFood
sewerfrieswithbacon,Sewer Fries with Bacon,"Fries with a fermented gravy, adorned with bacon. What a crappy meal. 
-5% Health  +2 Madness",45,preparedFood
slew4,Ultra Slew,"Great carnivore slew. Not for sapient ingestion. You'll get sick.
-5% HP, Poisoned (1m)",20,preparedFood
sludgecone,Sludge Cone,"For species that can't get enough radioactive iced cream.
+20% Radiation Res (5m)",150,preparedFood
snarshedgarflipps,Snarshed Garflipp,"A reality-challenging flavor. Is it meat? Is it fruit? Is it bike? It's all three
-5% HP (70s)
-60% Risk of Madness Effects",650,preparedFood
solariumbiscuit,Solarium Biscuit,"Super-dangerous to eat if you can't roll in radiation.
+30% Radiation Res (5m)",150,preparedFood
soylentgnome,Soylent Gnome,"Canned, processed gnome corpses. Never goes bad! 
-5% HP (1m)",40,food
spicebol,Spice Bol,"Spiced and cooked Bolbohns make for a decidedly odd taste.
+20% EP (245s) Type: Herbivore",160,preparedFood
spidercotton,Spider Cotton,"Woven for consumption. 
+Slow (60s) Food Type: Candy",5,preparedFood
stuffeddunebun,Stuffed Dunebun,"A dunebun stuffed full of meat and bolbohn. An acquired taste.
+20% HP (210s) Type: Cooked Meat + Vegetables",150,preparedFood
tearnutbuttersandwich,Tearnut Butter and Jam,Mingling cherries and tearnuts was a genius idea.,55,preparedFood
tofu,Jikjik Tofu,"Unlike 'normal' tofu, no one knows what this type is made from! Tasty!
+10% Cosmic Res (5m)",102,preparedFood
toxicsludge,Sludgey Blubs,"Nothin' fancy. Just typical radioactive waste sold as a snack.
+10% Radiation Res (5m)",15,preparedFood
toastburnt,Burnt Toast,"Left it in the toaster for too long
+10% HP (45s)",35,preparedFood
wartweedsalad,Wartweed Salad,"A salad of wartweed, tomato, and pearlpeas.
Food Type: Herbivore",40,preparedFood
yettas,Yettas,"Thought to exist only in legend, until the recipe was found after 4000 years.
+30% Radiation Res (5m)
-5% HP (220s)
+3 Madness",1622,preparedFood
solstew,Solstew,"Stew made from solusberry. Can shock you.
+20% HP & EP (228)
Electrified , Burning (4s)",450,preparedFood
cakevegan,Vegan Cake,"It's a delicious vegan cake! Like the original, but for herbivores.
Type: Herb Sugar",240,preparedFood
carrotcakevegan,Vegan Carrot Cake,"It's a delicious carrot cake! Like the original, but for herbivores.
Type: Herb Sugar",315,preparedFood
chocolatecakevegan,Vegan Chocolate Cake,"A vegan chocolate cake. Like the original, but for herbivores.
Type: Herb Sugar",380,preparedFood
coffeecakevegan,Vegan Coffee Cake,"A moist vegan cake enriched with coffee. Like the original, but for herbivores.
Type: Herb Sugar",350,preparedFood
uberdinner,Uberdinner,"All plasma plants mixed and cooked.
+20% Run, Jump, Rage, HP, and EP (100s)
Burning, Electrified (15s)",705,preparedFood
emptyhoneyjar,Empty Honey Jar,An empty honey jar.,,craftingIngredient
floralhoneyjar,Floral Honey Jar,"A jar of aromatic honey with slight healing properties.
Heal106.67 (80s)",20,food
hothoneyjar,Inferno Honey,A delicious jar of hot honey.+30% Fire Resistance (5m),40,food
mythicalhoneyjar,Mythical Honey Jar,"A delicious jar of imaginary honey!
+30% Cosmic Resistance (5m)
Heal 57.5 (30s)",40,food
shellhoneyjar,Shell Honey Jar,A delicious jar of shell honey.+30% Physical Resistance (5m),40,food
speedhoneyjar,Speed Honey Jar,"A contraband jar of honey.
+25% Run (3m)",50,food
stronghoneyjar,Strong Honey Jar,"Grants a massive health boost.
+70 HP (3m)",50,food
fustationkeycard,Kirhosi Station Keycard,"An expensive Kirhosi keycard, providing VIP access to space station teleporters.",5000,quest
babyheadonastick,Baby Head (on a stick),"Floran delicacy.
-5% HP (10s)
+0.5 Madness",55,food
devilsbargain,The Devil's Bargain,"-25% HP & EP,
+20% All Res & Damage,
+55% Run (2m)
+2 Madness",1200,medicine
drugdirt,Dirt (5g),"Dirt, but in dose-size quantities for X'i to use recreationally as a psychotropic.
Drunk, 35% Slow, -20 HP (4m) (X'i Only)",200,medicine
faceskin,Face Skin,"Just like mom used to make.
-5% HP (10s)
+1 Madness",220,food
feces,Fecal Matter,"Fecal matter. I doubt you require more description
Poisoned (5s)
+1 Madness
Growth Rate x1.5 & +1 produce.
-1 seed use",0,medicine
fuancientkey,Ancient Device,A strange device made by the Ancients.,100,Unknown Artifact
fudeathstick,Telk Death-Stick,"A narcotic extracted from the Gemglow seed.
+20 EP, Heavily Intoxicated, -20 Defense (220s)",100,medicine
